 (Accessible sheet). Data table begins in Cell A6. Item descriptions are contained within input messages in Row 6.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CalFresh Expedited Service Quarterly Statistical Report 
(DFA 296X)",,,,,,,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART A,PART B,PART B,PART B
Oct-Dec2015,Statewide,,00,15-16,2016.0,Oct-Dec 2015,36623.0,40150.0,-3527.0,346841.0,383464.0,14225.0,335106.0,349331.0,7759.0,133545.0,141304.0,6840.0,125410.0,132250.0,427.0,4652.0,5079.0,279.0,1996.0,2275.0,148.0,2656.0,2804.0,492.0,3483.0,3975.0,318.0,1640.0,1958.0,174.0,1843.0,2017.0,6466.0,201561.0,208027.0,34133.0,55.0,2121.0,2176.0
Oct-Dec2015,Alameda,,01,15-16,2016.0,Oct-Dec 2015,0.0,0.0,0.0,9387.0,9387.0,306.0,9081.0,9387.0,177.0,3744.0,3921.0,132.0,3122.0,3254.0,25.0,376.0,401.0,0.0,0.0,0.0,25.0,376.0,401.0,20.0,246.0,266.0,0.0,0.0,0.0,20.0,246.0,266.0,129.0,5337.0,5466.0,0.0,2.0,123.0,125.0
Oct-Dec2015,Alpine,,02,15-16,2016.0,Oct-Dec 2015,1.0,1.0,0.0,14.0,15.0,0.0,15.0,15.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0
Oct-Dec2015,Amador,,03,15-16,2016.0,Oct-Dec 2015,46.0,46.0,0.0,427.0,473.0,10.0,422.0,432.0,5.0,191.0,196.0,5.0,183.0,188.0,0.0,7.0,7.0,0.0,1.0,1.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,231.0,236.0,41.0,0.0,0.0,0.0
Oct-Dec2015,Butte,,04,15-16,2016.0,Oct-Dec 2015,955.0,962.0,-7.0,4368.0,5323.0,101.0,4732.0,4833.0,38.0,1746.0,1784.0,32.0,1608.0,1640.0,5.0,95.0,100.0,3.0,6.0,9.0,2.0,89.0,91.0,1.0,43.0,44.0,1.0,6.0,7.0,0.0,37.0,37.0,63.0,2986.0,3049.0,490.0,0.0,27.0,27.0
Oct-Dec2015,Calaveras,,05,15-16,2016.0,Oct-Dec 2015,26.0,26.0,0.0,554.0,580.0,17.0,543.0,560.0,4.0,228.0,232.0,4.0,214.0,218.0,0.0,8.0,8.0,0.0,3.0,3.0,0.0,5.0,5.0,0.0,6.0,6.0,0.0,4.0,4.0,0.0,2.0,2.0,13.0,315.0,328.0,20.0,0.0,0.0,0.0
Oct-Dec2015,Colusa,,06,15-16,2016.0,Oct-Dec 2015,29.0,29.0,0.0,227.0,256.0,7.0,189.0,196.0,3.0,62.0,65.0,3.0,59.0,62.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,127.0,131.0,60.0,0.0,1.0,1.0
Oct-Dec2015,Contra Costa,,07,15-16,2016.0,Oct-Dec 2015,247.0,245.0,2.0,4465.0,4712.0,135.0,4379.0,4514.0,77.0,1525.0,1602.0,75.0,1477.0,1552.0,2.0,37.0,39.0,0.0,0.0,0.0,2.0,37.0,39.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,11.0,11.0,58.0,2854.0,2912.0,198.0,1.0,8.0,9.0
Oct-Dec2015,Del Norte,,08,15-16,2016.0,Oct-Dec 2015,178.0,178.0,0.0,573.0,751.0,31.0,548.0,579.0,18.0,202.0,220.0,17.0,189.0,206.0,1.0,8.0,9.0,0.0,6.0,6.0,1.0,2.0,3.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,1.0,1.0,13.0,346.0,359.0,172.0,0.0,0.0,0.0
Oct-Dec2015,El Dorado,,09,15-16,2016.0,Oct-Dec 2015,173.0,197.0,-24.0,1852.0,2025.0,59.0,1834.0,1893.0,28.0,767.0,795.0,27.0,738.0,765.0,1.0,13.0,14.0,1.0,9.0,10.0,0.0,4.0,4.0,0.0,16.0,16.0,0.0,12.0,12.0,0.0,4.0,4.0,31.0,1067.0,1098.0,132.0,0.0,1.0,1.0
Oct-Dec2015,Fresno,a/,10,15-16,2016.0,Oct-Dec 2015,303.0,305.0,-2.0,10994.0,11297.0,122.0,11041.0,11163.0,52.0,4779.0,4831.0,48.0,4466.0,4514.0,4.0,277.0,281.0,0.0,0.0,0.0,4.0,277.0,281.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,36.0,36.0,70.0,6262.0,6332.0,134.0,1.0,65.0,66.0
Oct-Dec2015,Glenn,,11,15-16,2016.0,Oct-Dec 2015,29.0,30.0,-1.0,322.0,351.0,25.0,301.0,326.0,11.0,96.0,107.0,11.0,95.0,106.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,205.0,219.0,25.0,0.0,2.0,2.0
Oct-Dec2015,Humboldt,,12,15-16,2016.0,Oct-Dec 2015,388.0,410.0,-22.0,3410.0,3798.0,55.0,3531.0,3586.0,38.0,1307.0,1345.0,36.0,1253.0,1289.0,1.0,28.0,29.0,1.0,11.0,12.0,0.0,17.0,17.0,1.0,26.0,27.0,0.0,8.0,8.0,1.0,18.0,19.0,17.0,2224.0,2241.0,212.0,0.0,32.0,32.0
Oct-Dec2015,Imperial,,13,15-16,2016.0,Oct-Dec 2015,473.0,473.0,0.0,3184.0,3657.0,147.0,3260.0,3407.0,63.0,1099.0,1162.0,57.0,1039.0,1096.0,5.0,36.0,41.0,4.0,20.0,24.0,1.0,16.0,17.0,1.0,24.0,25.0,0.0,15.0,15.0,1.0,9.0,10.0,84.0,2161.0,2245.0,250.0,0.0,4.0,4.0
Oct-Dec2015,Inyo,,14,15-16,2016.0,Oct-Dec 2015,22.0,22.0,0.0,263.0,285.0,18.0,248.0,266.0,5.0,111.0,116.0,5.0,105.0,110.0,0.0,6.0,6.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,137.0,150.0,19.0,0.0,0.0,0.0
Oct-Dec2015,Kern,,15,15-16,2016.0,Oct-Dec 2015,2500.0,2512.0,-12.0,16813.0,19313.0,716.0,16158.0,16874.0,399.0,6346.0,6745.0,380.0,6006.0,6386.0,13.0,218.0,231.0,5.0,115.0,120.0,8.0,103.0,111.0,6.0,122.0,128.0,3.0,65.0,68.0,3.0,57.0,60.0,317.0,9812.0,10129.0,2439.0,0.0,4.0,4.0
Oct-Dec2015,Kings,,16,15-16,2016.0,Oct-Dec 2015,387.0,387.0,0.0,2529.0,2916.0,134.0,2453.0,2587.0,39.0,966.0,1005.0,35.0,930.0,965.0,1.0,13.0,14.0,1.0,8.0,9.0,0.0,5.0,5.0,3.0,23.0,26.0,3.0,14.0,17.0,0.0,9.0,9.0,95.0,1487.0,1582.0,329.0,0.0,3.0,3.0
Oct-Dec2015,Lake,,17,15-16,2016.0,Oct-Dec 2015,231.0,234.0,-3.0,2231.0,2462.0,39.0,2311.0,2350.0,13.0,719.0,732.0,12.0,662.0,674.0,0.0,38.0,38.0,0.0,8.0,8.0,0.0,30.0,30.0,1.0,19.0,20.0,0.0,6.0,6.0,1.0,13.0,14.0,26.0,1592.0,1618.0,112.0,0.0,1.0,1.0
Oct-Dec2015,Lassen,,18,15-16,2016.0,Oct-Dec 2015,94.0,95.0,-1.0,342.0,436.0,14.0,355.0,369.0,3.0,146.0,149.0,2.0,118.0,120.0,1.0,14.0,15.0,0.0,2.0,2.0,1.0,12.0,13.0,0.0,14.0,14.0,0.0,3.0,3.0,0.0,11.0,11.0,11.0,209.0,220.0,67.0,0.0,0.0,0.0
Oct-Dec2015,Los Angeles,,19,15-16,2016.0,Oct-Dec 2015,6416.0,9660.0,-3244.0,80849.0,87265.0,5119.0,73408.0,78527.0,3261.0,33540.0,36801.0,2654.0,31274.0,33928.0,251.0,1189.0,1440.0,220.0,1093.0,1313.0,31.0,96.0,127.0,356.0,1077.0,1433.0,264.0,787.0,1051.0,92.0,290.0,382.0,1858.0,39868.0,41726.0,8738.0,35.0,1010.0,1045.0
Oct-Dec2015,Madera,,20,15-16,2016.0,Oct-Dec 2015,256.0,258.0,-2.0,2378.0,2634.0,93.0,2246.0,2339.0,45.0,927.0,972.0,42.0,898.0,940.0,1.0,17.0,18.0,1.0,10.0,11.0,0.0,7.0,7.0,2.0,12.0,14.0,1.0,8.0,9.0,1.0,4.0,5.0,48.0,1319.0,1367.0,295.0,0.0,0.0,0.0
Oct-Dec2015,Marin,,21,15-16,2016.0,Oct-Dec 2015,164.0,168.0,-4.0,1373.0,1537.0,29.0,1391.0,1420.0,14.0,534.0,548.0,14.0,512.0,526.0,0.0,13.0,13.0,0.0,6.0,6.0,0.0,7.0,7.0,0.0,9.0,9.0,0.0,4.0,4.0,0.0,5.0,5.0,15.0,857.0,872.0,117.0,0.0,1.0,1.0
Oct-Dec2015,Mariposa,,22,15-16,2016.0,Oct-Dec 2015,27.0,29.0,-2.0,209.0,236.0,7.0,202.0,209.0,5.0,85.0,90.0,5.0,83.0,88.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,117.0,119.0,27.0,0.0,4.0,4.0
Oct-Dec2015,Mendocino,,23,15-16,2016.0,Oct-Dec 2015,215.0,218.0,-3.0,1398.0,1613.0,58.0,1367.0,1425.0,32.0,661.0,693.0,32.0,635.0,667.0,0.0,12.0,12.0,0.0,5.0,5.0,0.0,7.0,7.0,0.0,14.0,14.0,0.0,5.0,5.0,0.0,9.0,9.0,26.0,706.0,732.0,188.0,0.0,1.0,1.0
Oct-Dec2015,Merced,,24,15-16,2016.0,Oct-Dec 2015,378.0,386.0,-8.0,4631.0,5009.0,242.0,4301.0,4543.0,131.0,1590.0,1721.0,122.0,1519.0,1641.0,6.0,35.0,41.0,3.0,21.0,24.0,3.0,14.0,17.0,3.0,36.0,39.0,3.0,25.0,28.0,0.0,11.0,11.0,111.0,2711.0,2822.0,466.0,0.0,8.0,8.0
Oct-Dec2015,Modoc,,25,15-16,2016.0,Oct-Dec 2015,20.0,20.0,0.0,138.0,158.0,4.0,143.0,147.0,1.0,64.0,65.0,1.0,64.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,79.0,82.0,11.0,0.0,0.0,0.0
Oct-Dec2015,Mono,,26,15-16,2016.0,Oct-Dec 2015,26.0,26.0,0.0,181.0,207.0,1.0,193.0,194.0,0.0,78.0,78.0,0.0,77.0,77.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,115.0,116.0,13.0,0.0,0.0,0.0
Oct-Dec2015,Monterey,,27,15-16,2016.0,Oct-Dec 2015,665.0,678.0,-13.0,8866.0,9531.0,289.0,8132.0,8421.0,132.0,2443.0,2575.0,123.0,2354.0,2477.0,5.0,44.0,49.0,3.0,27.0,30.0,2.0,17.0,19.0,4.0,45.0,49.0,2.0,26.0,28.0,2.0,19.0,21.0,157.0,5689.0,5846.0,1110.0,0.0,0.0,0.0
Oct-Dec2015,Napa,,28,15-16,2016.0,Oct-Dec 2015,187.0,188.0,-1.0,994.0,1181.0,19.0,1016.0,1035.0,10.0,317.0,327.0,10.0,307.0,317.0,0.0,6.0,6.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,4.0,4.0,0.0,3.0,3.0,0.0,1.0,1.0,9.0,699.0,708.0,146.0,0.0,0.0,0.0
Oct-Dec2015,Nevada,,29,15-16,2016.0,Oct-Dec 2015,122.0,123.0,-1.0,944.0,1066.0,10.0,951.0,961.0,5.0,420.0,425.0,5.0,386.0,391.0,0.0,15.0,15.0,0.0,8.0,8.0,0.0,7.0,7.0,0.0,19.0,19.0,0.0,6.0,6.0,0.0,13.0,13.0,5.0,531.0,536.0,105.0,1.0,18.0,19.0
Oct-Dec2015,Orange,,30,15-16,2016.0,Oct-Dec 2015,226.0,226.0,0.0,14559.0,14785.0,959.0,13612.0,14571.0,259.0,5616.0,5875.0,256.0,5546.0,5802.0,2.0,55.0,57.0,0.0,6.0,6.0,2.0,49.0,51.0,1.0,15.0,16.0,0.0,6.0,6.0,1.0,9.0,10.0,700.0,7996.0,8696.0,214.0,0.0,32.0,32.0
Oct-Dec2015,Placer,,31,15-16,2016.0,Oct-Dec 2015,22.0,22.0,0.0,1230.0,1252.0,6.0,1240.0,1246.0,2.0,614.0,616.0,1.0,575.0,576.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,23.0,23.0,1.0,16.0,17.0,0.0,0.0,0.0,1.0,16.0,17.0,4.0,626.0,630.0,6.0,0.0,0.0,0.0
Oct-Dec2015,Plumas,,32,15-16,2016.0,Oct-Dec 2015,54.0,54.0,0.0,337.0,391.0,13.0,338.0,351.0,5.0,118.0,123.0,5.0,97.0,102.0,0.0,9.0,9.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,12.0,12.0,0.0,10.0,10.0,0.0,2.0,2.0,8.0,220.0,228.0,40.0,0.0,0.0,0.0
Oct-Dec2015,Riverside,,33,15-16,2016.0,Oct-Dec 2015,3278.0,3281.0,-3.0,29032.0,32310.0,1138.0,29208.0,30346.0,684.0,10867.0,11551.0,639.0,10126.0,10765.0,17.0,398.0,415.0,7.0,164.0,171.0,10.0,234.0,244.0,28.0,343.0,371.0,18.0,194.0,212.0,10.0,149.0,159.0,454.0,18341.0,18795.0,1964.0,6.0,161.0,167.0
Oct-Dec2015,Sacramento,,34,15-16,2016.0,Oct-Dec 2015,4769.0,4769.0,0.0,20103.0,24872.0,726.0,19811.0,20537.0,343.0,5020.0,5363.0,341.0,4959.0,5300.0,2.0,48.0,50.0,0.0,0.0,0.0,2.0,48.0,50.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,13.0,13.0,383.0,14791.0,15174.0,4335.0,0.0,58.0,58.0
Oct-Dec2015,San Benito,,35,15-16,2016.0,Oct-Dec 2015,50.0,49.0,1.0,643.0,693.0,29.0,600.0,629.0,12.0,203.0,215.0,12.0,193.0,205.0,0.0,6.0,6.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,4.0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,17.0,397.0,414.0,64.0,0.0,0.0,0.0
Oct-Dec2015,San Bernardino,,36,15-16,2016.0,Oct-Dec 2015,3535.0,3555.0,-20.0,33204.0,36739.0,1122.0,32849.0,33971.0,581.0,14815.0,15396.0,542.0,14114.0,14656.0,29.0,471.0,500.0,17.0,221.0,238.0,12.0,250.0,262.0,10.0,230.0,240.0,9.0,153.0,162.0,1.0,77.0,78.0,541.0,18034.0,18575.0,2768.0,4.0,77.0,81.0
Oct-Dec2015,San Diego,,37,15-16,2016.0,Oct-Dec 2015,391.0,478.0,-87.0,21244.0,21635.0,421.0,21004.0,21425.0,205.0,7551.0,7756.0,200.0,7418.0,7618.0,3.0,97.0,100.0,0.0,0.0,0.0,3.0,97.0,100.0,2.0,36.0,38.0,0.0,0.0,0.0,2.0,36.0,38.0,216.0,13453.0,13669.0,210.0,1.0,269.0,270.0
Oct-Dec2015,San Francisco,,38,15-16,2016.0,Oct-Dec 2015,745.0,747.0,-2.0,4691.0,5436.0,127.0,4926.0,5053.0,68.0,2073.0,2141.0,48.0,1748.0,1796.0,8.0,165.0,173.0,0.0,0.0,0.0,8.0,165.0,173.0,12.0,160.0,172.0,0.0,0.0,0.0,12.0,160.0,172.0,59.0,2853.0,2912.0,383.0,1.0,4.0,5.0
Oct-Dec2015,San Joaquin,,39,15-16,2016.0,Oct-Dec 2015,1167.0,1199.0,-32.0,9089.0,10256.0,417.0,8724.0,9141.0,229.0,3184.0,3413.0,216.0,2892.0,3108.0,8.0,122.0,130.0,5.0,78.0,83.0,3.0,44.0,47.0,5.0,170.0,175.0,4.0,134.0,138.0,1.0,36.0,37.0,188.0,5540.0,5728.0,1115.0,0.0,3.0,3.0
Oct-Dec2015,San Luis Obispo,,40,15-16,2016.0,Oct-Dec 2015,296.0,296.0,0.0,1008.0,1304.0,46.0,1001.0,1047.0,31.0,587.0,618.0,26.0,558.0,584.0,2.0,19.0,21.0,0.0,0.0,0.0,2.0,19.0,21.0,3.0,10.0,13.0,0.0,0.0,0.0,3.0,10.0,13.0,15.0,414.0,429.0,257.0,0.0,6.0,6.0
Oct-Dec2015,San Mateo,,41,15-16,2016.0,Oct-Dec 2015,2471.0,2471.0,0.0,3983.0,6454.0,55.0,3928.0,3983.0,22.0,895.0,917.0,19.0,806.0,825.0,0.0,59.0,59.0,0.0,0.0,0.0,0.0,59.0,59.0,3.0,30.0,33.0,0.0,0.0,0.0,3.0,30.0,33.0,33.0,3033.0,3066.0,2471.0,0.0,25.0,25.0
Oct-Dec2015,Santa Barbara,,42,15-16,2016.0,Oct-Dec 2015,56.0,34.0,22.0,1729.0,1785.0,127.0,1655.0,1782.0,76.0,684.0,760.0,72.0,630.0,702.0,3.0,39.0,42.0,0.0,0.0,0.0,3.0,39.0,42.0,1.0,15.0,16.0,0.0,0.0,0.0,1.0,15.0,16.0,51.0,971.0,1022.0,3.0,0.0,7.0,7.0
Oct-Dec2015,Santa Clara,,43,15-16,2016.0,Oct-Dec 2015,535.0,536.0,-1.0,4479.0,5014.0,140.0,4334.0,4474.0,58.0,1182.0,1240.0,54.0,1166.0,1220.0,4.0,13.0,17.0,0.0,3.0,3.0,4.0,10.0,14.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,82.0,3152.0,3234.0,540.0,0.0,0.0,0.0
Oct-Dec2015,Santa Cruz,,44,15-16,2016.0,Oct-Dec 2015,334.0,334.0,0.0,2058.0,2392.0,31.0,2054.0,2085.0,11.0,654.0,665.0,11.0,631.0,642.0,0.0,18.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,20.0,1400.0,1420.0,307.0,0.0,7.0,7.0
Oct-Dec2015,Shasta,,45,15-16,2016.0,Oct-Dec 2015,338.0,339.0,-1.0,2901.0,3239.0,83.0,2919.0,3002.0,41.0,1156.0,1197.0,39.0,1131.0,1170.0,2.0,16.0,18.0,1.0,2.0,3.0,1.0,14.0,15.0,0.0,9.0,9.0,0.0,4.0,4.0,0.0,5.0,5.0,42.0,1763.0,1805.0,237.0,1.0,8.0,9.0
Oct-Dec2015,Sierra,,46,15-16,2016.0,Oct-Dec 2015,7.0,7.0,0.0,32.0,39.0,2.0,34.0,36.0,0.0,13.0,13.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,21.0,23.0,3.0,0.0,0.0,0.0
Oct-Dec2015,Siskiyou,,47,15-16,2016.0,Oct-Dec 2015,167.0,171.0,-4.0,836.0,1003.0,47.0,829.0,876.0,23.0,252.0,275.0,20.0,230.0,250.0,0.0,9.0,9.0,0.0,3.0,3.0,0.0,6.0,6.0,3.0,13.0,16.0,2.0,10.0,12.0,1.0,3.0,4.0,24.0,577.0,601.0,127.0,0.0,1.0,1.0
Oct-Dec2015,Solano,,48,15-16,2016.0,Oct-Dec 2015,53.0,53.0,0.0,2081.0,2134.0,57.0,2060.0,2117.0,37.0,1111.0,1148.0,35.0,1075.0,1110.0,2.0,32.0,34.0,0.0,0.0,0.0,2.0,32.0,34.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,20.0,949.0,969.0,17.0,0.0,20.0,20.0
Oct-Dec2015,Sonoma,,49,15-16,2016.0,Oct-Dec 2015,226.0,234.0,-8.0,3806.0,4032.0,43.0,3790.0,3833.0,25.0,1001.0,1026.0,22.0,506.0,528.0,1.0,213.0,214.0,0.0,0.0,0.0,1.0,213.0,214.0,2.0,282.0,284.0,0.0,0.0,0.0,2.0,282.0,284.0,18.0,2789.0,2807.0,199.0,1.0,51.0,52.0
Oct-Dec2015,Stanislaus,,50,15-16,2016.0,Oct-Dec 2015,835.0,842.0,-7.0,9216.0,10051.0,308.0,9166.0,9474.0,162.0,3537.0,3699.0,144.0,3204.0,3348.0,9.0,162.0,171.0,3.0,53.0,56.0,6.0,109.0,115.0,9.0,171.0,180.0,3.0,47.0,50.0,6.0,124.0,130.0,146.0,5629.0,5775.0,577.0,0.0,2.0,2.0
Oct-Dec2015,Sutter,,51,15-16,2016.0,Oct-Dec 2015,162.0,186.0,-24.0,1342.0,1504.0,45.0,1309.0,1354.0,31.0,492.0,523.0,25.0,434.0,459.0,3.0,34.0,37.0,3.0,21.0,24.0,0.0,13.0,13.0,3.0,24.0,27.0,3.0,18.0,21.0,0.0,6.0,6.0,14.0,817.0,831.0,150.0,0.0,0.0,0.0
Oct-Dec2015,Tehama,,52,15-16,2016.0,Oct-Dec 2015,113.0,120.0,-7.0,1075.0,1188.0,35.0,1042.0,1077.0,14.0,403.0,417.0,14.0,386.0,400.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,9.0,9.0,0.0,1.0,1.0,21.0,639.0,660.0,111.0,0.0,3.0,3.0
Oct-Dec2015,Trinity,,53,15-16,2016.0,Oct-Dec 2015,28.0,31.0,-3.0,224.0,252.0,5.0,227.0,232.0,2.0,109.0,111.0,2.0,100.0,102.0,0.0,8.0,8.0,0.0,2.0,2.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,118.0,121.0,20.0,0.0,0.0,0.0
Oct-Dec2015,Tulare,,54,15-16,2016.0,Oct-Dec 2015,796.0,796.0,0.0,6690.0,7486.0,285.0,6414.0,6699.0,149.0,3212.0,3361.0,139.0,3152.0,3291.0,5.0,43.0,48.0,0.0,0.0,0.0,5.0,43.0,48.0,5.0,17.0,22.0,0.0,0.0,0.0,5.0,17.0,22.0,136.0,3202.0,3338.0,787.0,1.0,20.0,21.0
Oct-Dec2015,Tuolumne,,55,15-16,2016.0,Oct-Dec 2015,91.0,94.0,-3.0,705.0,796.0,16.0,701.0,717.0,4.0,287.0,291.0,4.0,282.0,286.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,1.0,12.0,414.0,426.0,79.0,0.0,1.0,1.0
Oct-Dec2015,Ventura,,56,15-16,2016.0,Oct-Dec 2015,687.0,687.0,0.0,4339.0,5026.0,63.0,4311.0,4374.0,37.0,1999.0,2036.0,34.0,1923.0,1957.0,1.0,37.0,38.0,1.0,37.0,38.0,0.0,0.0,0.0,2.0,39.0,41.0,2.0,39.0,41.0,0.0,0.0,0.0,26.0,2312.0,2338.0,652.0,0.0,27.0,27.0
Oct-Dec2015,Yolo,,57,15-16,2016.0,Oct-Dec 2015,505.0,505.0,0.0,912.0,1417.0,35.0,894.0,929.0,23.0,584.0,607.0,15.0,533.0,548.0,4.0,20.0,24.0,0.0,0.0,0.0,4.0,20.0,24.0,4.0,31.0,35.0,0.0,0.0,0.0,4.0,31.0,35.0,12.0,310.0,322.0,488.0,0.0,4.0,4.0
Oct-Dec2015,Yuba,,58,15-16,2016.0,Oct-Dec 2015,128.0,128.0,0.0,1377.0,1505.0,37.0,1375.0,1412.0,16.0,630.0,646.0,16.0,608.0,624.0,0.0,16.0,16.0,0.0,2.0,2.0,0.0,14.0,14.0,0.0,6.0,6.0,0.0,2.0,2.0,0.0,4.0,4.0,21.0,745.0,766.0,93.0,0.0,22.0,22.0
Jan-Mar2016,Statewide,,00,15-16,2016,Jan-Mar 2016,30052.0,34133.0,-4081.0,341145.0,371197.0,12948.0,321977.0,334925.0,7100.0,129114.0,136214.0,6128.0,120969.0,127097.0,374.0,4609.0,4983.0,203.0,1714.0,1917.0,171.0,2895.0,3066.0,598.0,3536.0,4134.0,284.0,1455.0,1739.0,314.0,2081.0,2395.0,5848.0,192863.0,198711.0,36272.0,29.0,1781.0,1810.0
Jan-Mar2016,Alameda,,01,15-16,2016,Jan-Mar 2016,0.0,0.0,0.0,12515.0,12515.0,325.0,12190.0,12515.0,156.0,4341.0,4497.0,141.0,3896.0,4037.0,12.0,305.0,317.0,0.0,0.0,0.0,12.0,305.0,317.0,3.0,140.0,143.0,0.0,0.0,0.0,3.0,140.0,143.0,169.0,7849.0,8018.0,0.0,3.0,114.0,117.0
Jan-Mar2016,Alpine,,02,15-16,2016,Jan-Mar 2016,0.0,0.0,0.0,14.0,14.0,0.0,13.0,13.0,0.0,9.0,9.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0
Jan-Mar2016,Amador,,03,15-16,2016,Jan-Mar 2016,33.0,41.0,-8.0,420.0,453.0,9.0,405.0,414.0,4.0,192.0,196.0,4.0,187.0,191.0,0.0,4.0,4.0,0.0,1.0,1.0,0.0,3.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,213.0,218.0,39.0,0.0,0.0,0.0
Jan-Mar2016,Butte,,04,15-16,2016,Jan-Mar 2016,484.0,490.0,-6.0,4464.0,4948.0,99.0,4240.0,4339.0,39.0,1605.0,1644.0,36.0,1523.0,1559.0,3.0,64.0,67.0,0.0,13.0,13.0,3.0,51.0,54.0,0.0,18.0,18.0,0.0,4.0,4.0,0.0,14.0,14.0,60.0,2635.0,2695.0,609.0,0.0,24.0,24.0
Jan-Mar2016,Calaveras,,05,15-16,2016,Jan-Mar 2016,20.0,20.0,0.0,549.0,569.0,9.0,534.0,543.0,6.0,242.0,248.0,6.0,224.0,230.0,0.0,12.0,12.0,0.0,9.0,9.0,0.0,3.0,3.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,5.0,5.0,3.0,292.0,295.0,26.0,0.0,0.0,0.0
Jan-Mar2016,Colusa,,06,15-16,2016,Jan-Mar 2016,60.0,60.0,0.0,207.0,267.0,6.0,227.0,233.0,4.0,64.0,68.0,4.0,62.0,66.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,163.0,165.0,34.0,0.0,0.0,0.0
Jan-Mar2016,Contra Costa,,07,15-16,2016,Jan-Mar 2016,198.0,198.0,0.0,4658.0,4856.0,123.0,4491.0,4614.0,71.0,1662.0,1733.0,70.0,1626.0,1696.0,1.0,27.0,28.0,0.0,0.0,0.0,1.0,27.0,28.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,9.0,52.0,2829.0,2881.0,242.0,0.0,9.0,9.0
Jan-Mar2016,Del Norte,,08,15-16,2016,Jan-Mar 2016,172.0,172.0,0.0,563.0,735.0,29.0,549.0,578.0,19.0,196.0,215.0,19.0,184.0,203.0,0.0,8.0,8.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,353.0,363.0,157.0,0.0,1.0,1.0
