county,num_hh_pub_asst_fed,num_hh_pub_asst_fed_st,num_hh_pub_asst_st,num_hh_nonpub_asst_fed,num_hh_nonpub_asst_fed_st,num_hh_nonpub_asst_st,num_hh_both_fed,num_hh_both_fed_st,num_hh_both_st,num_pers_fedonly_pub_asst,num_pers_fedonly_nonpub_asst,num_pers_fedonly_both,num_pers_fed_st_pub_asst_fed,num_pers_fed_st_pub_asst_st,num_pers_fed_st_nonpub_asst_fed,num_pers_fed_st_nonpub_asst_st,num_pers_fed_st_both_fed,num_pers_fed_st_both_st,num_pers_stonly_pub_asst,num_pers_stonly_nonpub_asst,num_pers_stonly_both,issuances_mail_ebt,issuances_contract_otc,issuances_other_otc,issuances_total,val_issuances_fed_only,val_issuances_fed_st_fed,val_issuances_fed_st_st,val_issuences_st_only,val_issuances_tot_fed,val_issuances_tot_st,val_issuances_tot_all,year,month,quarter,fulldate,issuances_mail,issuances_ebt,issuances_ebt_conv_coupon
Siskiyou,474.0,0.0,0.0,1758.0,6.0,1.0,2232.0,6.0,1.0,1317.0,3897.0,5214.0,0.0,0.0,20.0,6.0,20.0,6.0,0.0,1.0,1.0,,0.0,0.0,2430.0,752278.0,,,657.0,,,752935.0,2010,MAY,2.0,2010-05-01,0.0,2430.0,0.0
Solano,4230.0,56.0,1.0,11940.0,145.0,40.0,16170.0,201.0,41.0,10487.0,23357.0,33844.0,135.0,62.0,379.0,167.0,514.0,229.0,1.0,42.0,43.0,,0.0,0.0,18771.0,5250037.67,,,32568.77,,,5282606.44,2010,MAY,2.0,2010-05-01,0.0,18771.0,0.0
Sonoma,2681.0,33.0,0.0,10176.0,127.0,47.0,12857.0,160.0,47.0,6398.0,18603.0,25001.0,74.0,37.0,354.0,138.0,428.0,175.0,0.0,56.0,56.0,,0.0,0.0,14342.0,3841364.16,,,26551.58,,,3867915.74,2010,MAY,2.0,2010-05-01,0.0,14342.0,0.0
Stanislaus,7569.0,34.0,0.0,22619.0,126.0,25.0,30188.0,160.0,25.0,20224.0,51007.0,71231.0,88.0,36.0,397.0,132.0,485.0,168.0,0.0,30.0,30.0,,0.0,0.0,34708.0,10308390.0,,,25617.0,,,10334007.0,2010,MAY,2.0,2010-05-01,0.0,34708.0,0.0
Sutter,720.0,0.0,0.0,3170.0,60.0,3.0,3890.0,60.0,3.0,2102.0,7933.0,10035.0,0.0,0.0,164.0,77.0,164.0,77.0,0.0,3.0,3.0,,0.0,0.0,4217.0,1427076.0,,,7959.0,,,1435035.0,2010,MAY,2.0,2010-05-01,0.0,4217.0,0.0
Tehama,704.0,1.0,0.0,2806.0,40.0,10.0,3510.0,41.0,10.0,1962.0,6460.0,8422.0,4.0,1.0,103.0,51.0,107.0,52.0,0.0,14.0,14.0,,0.0,0.0,3806.0,1210891.0,,,8774.0,,,1219665.0,2010,MAY,2.0,2010-05-01,0.0,3806.0,0.0
Trinity,80.0,0.0,0.0,504.0,0.0,0.0,584.0,0.0,0.0,200.0,1082.0,1282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,584.0,191315.0,,,0.0,,,191315.0,2010,MAY,2.0,2010-05-01,0.0,584.0,0.0
Tulare,9939.0,100.0,1.0,27763.0,489.0,95.0,37702.0,589.0,96.0,27139.0,68457.0,95596.0,275.0,106.0,1546.0,534.0,1821.0,640.0,1.0,108.0,109.0,,0.0,0.0,40823.0,13757182.0,,,79255.0,,,13836437.0,2010,MAY,2.0,2010-05-01,0.0,40823.0,0.0
Tuolumne,492.0,0.0,0.0,1961.0,5.0,1.0,2453.0,5.0,1.0,1251.0,3584.0,4835.0,0.0,0.0,11.0,5.0,11.0,5.0,0.0,1.0,1.0,,0.0,0.0,2646.0,702709.0,,,882.0,,,703591.0,2010,MAY,2.0,2010-05-01,0.0,2646.0,0.0
Ventura,4450.0,32.0,0.0,20918.0,202.0,44.0,25368.0,234.0,44.0,11291.0,43235.0,54526.0,86.0,44.0,587.0,221.0,673.0,265.0,0.0,61.0,61.0,,0.0,0.0,27634.0,7916295.71,,,34295.0,,,7950590.71,2010,MAY,2.0,2010-05-01,0.0,27634.0,0.0
Yolo,1344.0,56.0,0.0,4769.0,118.0,56.0,6113.0,174.0,56.0,3459.0,10396.0,13855.0,145.0,85.0,346.0,142.0,491.0,227.0,0.0,77.0,77.0,,0.0,0.0,6934.0,2090368.34,,,36959.89,,,2127328.23,2010,MAY,2.0,2010-05-01,0.0,6934.0,0.0
Yuba,1060.0,0.0,0.0,4191.0,33.0,14.0,5251.0,33.0,14.0,2761.0,9357.0,12118.0,0.0,0.0,76.0,40.0,76.0,40.0,0.0,23.0,23.0,,0.0,0.0,5771.0,1778907.0,,,8434.0,,,1787341.0,2010,MAY,2.0,2010-05-01,0.0,5771.0,0.0
California,304704.0,4749.0,61.0,975915.0,15475.0,6013.0,1280619.0,20224.0,6074.0,767515.0,2219056.0,2986571.0,10774.0,5950.0,42216.0,18227.0,52990.0,24177.0,69.0,7705.0,7774.0,,0.0,0.0,1820468.0,447579391.82,,,3793416.98,,,451372808.8,2009,NOV,4.0,2009-11-01,0.0,1820468.0,0.0
Alameda,11466.0,323.0,2.0,32391.0,601.0,281.0,43857.0,924.0,283.0,26826.0,63999.0,90825.0,739.0,388.0,1463.0,750.0,2202.0,1138.0,2.0,359.0,361.0,,0.0,0.0,45064.0,14006689.0,,,188312.0,,,14195001.0,2009,NOV,4.0,2009-11-01,0.0,45064.0,0.0
Alpine,4.0,0.0,0.0,59.0,0.0,0.0,63.0,0.0,0.0,10.0,132.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,58.0,20427.0,,,0.0,,,20427.0,2009,NOV,4.0,2009-11-01,0.0,58.0,0.0
Amador,199.0,0.0,0.0,878.0,0.0,0.0,1077.0,0.0,0.0,528.0,1673.0,2201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1167.0,337574.0,,,0.0,,,337574.0,2009,NOV,4.0,2009-11-01,0.0,1167.0,0.0
Butte,1752.0,0.0,0.0,9055.0,29.0,12.0,10807.0,29.0,12.0,4352.0,19207.0,23559.0,0.0,0.0,102.0,33.0,102.0,33.0,0.0,12.0,12.0,,0.0,0.0,11548.0,3439772.0,,,5321.0,,,3445093.0,2009,NOV,4.0,2009-11-01,0.0,11548.0,0.0
Calaveras,336.0,0.0,0.0,1351.0,6.0,0.0,1687.0,6.0,0.0,918.0,2732.0,3650.0,0.0,0.0,12.0,6.0,12.0,6.0,0.0,0.0,0.0,,0.0,0.0,1693.0,531178.0,,,483.0,,,531661.0,2009,NOV,4.0,2009-11-01,0.0,1693.0,0.0
Colusa,65.0,0.0,0.0,444.0,4.0,0.0,509.0,4.0,0.0,199.0,1325.0,1524.0,0.0,0.0,11.0,4.0,11.0,4.0,0.0,0.0,0.0,,0.0,0.0,557.0,190796.0,,,347.0,,,191143.0,2009,NOV,4.0,2009-11-01,0.0,557.0,0.0
Contra Costa,6335.0,72.0,1.0,16785.0,192.0,46.0,23120.0,264.0,47.0,15420.0,35263.0,50683.0,154.0,87.0,542.0,239.0,696.0,326.0,1.0,66.0,67.0,,0.0,0.0,25706.0,7704451.68,,,45400.15,,,7749851.83,2009,NOV,4.0,2009-11-01,0.0,25706.0,0.0
Del Norte,449.0,1.0,0.0,1731.0,6.0,3.0,2180.0,7.0,3.0,1248.0,3457.0,4705.0,0.0,2.0,7.0,6.0,7.0,8.0,0.0,3.0,3.0,,0.0,0.0,2190.0,686701.0,,,245.0,,,686946.0,2009,NOV,4.0,2009-11-01,0.0,2190.0,0.0
El Dorado,534.0,1.0,0.0,3181.0,11.0,6.0,3715.0,12.0,6.0,1428.0,6329.0,7757.0,4.0,1.0,31.0,17.0,35.0,18.0,0.0,7.0,7.0,,0.0,0.0,4006.0,1140632.56,,,3007.0,,,1143639.56,2009,NOV,4.0,2009-11-01,0.0,4006.0,0.0
Fresno,17666.0,93.0,0.0,52298.0,427.0,85.0,69964.0,520.0,85.0,47803.0,129298.0,177101.0,230.0,106.0,1323.0,475.0,1553.0,581.0,0.0,104.0,104.0,,0.0,0.0,77232.0,25934509.0,,,79824.0,,,26014333.0,2009,NOV,4.0,2009-11-01,0.0,77232.0,0.0
Glenn,240.0,0.0,0.0,859.0,4.0,0.0,1099.0,4.0,0.0,647.0,2182.0,2829.0,0.0,0.0,16.0,5.0,16.0,5.0,0.0,0.0,0.0,,0.0,0.0,1209.0,387892.0,,,417.0,,,388309.0,2009,NOV,4.0,2009-11-01,0.0,1209.0,0.0
Humboldt,1040.0,0.0,0.0,5269.0,9.0,7.0,6309.0,9.0,7.0,2636.0,9819.0,12455.0,0.0,0.0,23.0,11.0,23.0,11.0,0.0,8.0,8.0,,0.0,0.0,6918.0,1836227.0,,,2629.0,,,1838856.0,2009,NOV,4.0,2009-11-01,0.0,6918.0,0.0
Imperial,1770.0,5.0,0.0,7995.0,250.0,34.0,9765.0,255.0,34.0,5310.0,20694.0,26004.0,12.0,6.0,682.0,272.0,694.0,278.0,0.0,46.0,46.0,,0.0,0.0,10054.0,3969105.0,,,31863.0,,,4000968.0,2009,NOV,4.0,2009-11-01,0.0,10054.0,0.0
Inyo,131.0,0.0,0.0,564.0,0.0,0.0,695.0,0.0,0.0,385.0,1058.0,1443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,719.0,190117.0,,,0.0,,,190117.0,2009,NOV,4.0,2009-11-01,0.0,719.0,0.0
Kern,7764.0,11.0,0.0,34935.0,322.0,96.0,42699.0,333.0,96.0,22084.0,90304.0,112388.0,24.0,12.0,913.0,356.0,937.0,368.0,0.0,184.0,184.0,,0.0,0.0,38090.0,15806257.0,,,67724.0,,,15873981.0,2009,NOV,4.0,2009-11-01,0.0,38090.0,0.0
Kings,1095.0,1.0,0.0,5442.0,59.0,40.0,6537.0,60.0,40.0,2958.0,13116.0,16074.0,3.0,1.0,184.0,61.0,187.0,62.0,0.0,40.0,40.0,,0.0,0.0,6239.0,2419065.0,,,12287.0,,,2431352.0,2009,NOV,4.0,2009-11-01,0.0,6239.0,0.0
Lake,927.0,0.0,0.0,2565.0,20.0,3.0,3492.0,20.0,3.0,1539.0,6134.0,7673.0,0.0,0.0,49.0,19.0,49.0,19.0,0.0,4.0,4.0,,0.0,0.0,3776.0,1133698.0,,,2272.0,,,1135970.0,2009,NOV,4.0,2009-11-01,0.0,3776.0,0.0
Lassen,248.0,3.0,0.0,906.0,3.0,4.0,1154.0,6.0,4.0,677.0,1977.0,2654.0,6.0,4.0,6.0,3.0,12.0,7.0,0.0,4.0,4.0,,0.0,0.0,1245.0,395063.0,,,1402.0,,,396465.0,2009,NOV,4.0,2009-11-01,0.0,1245.0,0.0
Los Angeles,84973.0,1816.0,30.0,290781.0,5162.0,2191.0,375754.0,6978.0,2221.0,193788.0,627196.0,820984.0,3769.0,2292.0,13898.0,6104.0,17667.0,8396.0,35.0,2672.0,2707.0,,0.0,0.0,836271.0,129167224.0,,,1400422.0,,,130567646.0,2009,NOV,4.0,2009-11-01,0.0,836271.0,0.0
Madera,1096.0,0.0,0.0,6430.0,16.0,0.0,7526.0,16.0,0.0,3064.0,16701.0,19765.0,0.0,0.0,58.0,17.0,58.0,17.0,0.0,0.0,0.0,,0.0,0.0,8057.0,2772346.0,,,370.0,,,2772716.0,2009,NOV,4.0,2009-11-01,0.0,8057.0,0.0
Marin,512.0,0.0,0.0,3513.0,63.0,106.0,4025.0,63.0,106.0,1187.0,5559.0,6746.0,0.0,0.0,126.0,67.0,126.0,67.0,0.0,113.0,113.0,,0.0,0.0,4350.0,1063395.0,,,13438.0,,,1076833.0,2009,NOV,4.0,2009-11-01,0.0,4350.0,0.0
Mariposa,107.0,0.0,0.0,426.0,0.0,0.0,533.0,0.0,0.0,311.0,853.0,1164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,620.0,177746.0,,,0.0,,,177746.0,2009,NOV,4.0,2009-11-01,0.0,620.0,0.0
Mendocino,703.0,0.0,0.0,4684.0,25.0,5.0,5387.0,25.0,5.0,1862.0,8530.0,10392.0,0.0,0.0,78.0,28.0,78.0,28.0,0.0,6.0,6.0,,0.0,0.0,5693.0,1571298.0,,,3361.0,,,1574659.0,2009,NOV,4.0,2009-11-01,0.0,5693.0,0.0
Merced,4923.0,23.0,1.0,11220.0,77.0,3.0,16143.0,100.0,4.0,13273.0,29135.0,42408.0,62.0,26.0,259.0,85.0,321.0,111.0,1.0,3.0,4.0,,0.0,0.0,17241.0,6015422.0,,,11627.0,,,6027049.0,2009,NOV,4.0,2009-11-01,0.0,17241.0,0.0
Modoc,65.0,0.0,0.0,324.0,0.0,0.0,389.0,0.0,0.0,178.0,781.0,959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,389.0,127140.0,,,0.0,,,127140.0,2009,NOV,4.0,2009-11-01,0.0,389.0,0.0
Mono,21.0,0.0,0.0,260.0,0.0,0.0,281.0,0.0,0.0,59.0,398.0,457.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,321.0,77442.0,,,0.0,,,77442.0,2009,NOV,4.0,2009-11-01,0.0,321.0,0.0
Monterey,1994.0,4.0,0.0,7567.0,59.0,9.0,9561.0,63.0,9.0,5383.0,17607.0,22990.0,4.0,4.0,196.0,61.0,200.0,65.0,0.0,9.0,9.0,,0.0,0.0,11726.0,3722331.0,,,6137.0,,,3728468.0,2009,NOV,4.0,2009-11-01,0.0,11726.0,0.0
Napa,289.0,2.0,0.0,1913.0,10.0,7.0,2202.0,12.0,7.0,706.0,4137.0,4843.0,6.0,2.0,31.0,10.0,37.0,12.0,0.0,9.0,9.0,,0.0,0.0,2442.0,709906.0,,,3139.0,,,713045.0,2009,NOV,4.0,2009-11-01,0.0,2442.0,0.0
Nevada,374.0,0.0,0.0,1705.0,0.0,0.0,2079.0,0.0,0.0,1033.0,3381.0,4414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2243.0,681283.0,,,0.0,,,681283.0,2009,NOV,4.0,2009-11-01,0.0,2243.0,0.0
Orange,13000.0,200.0,1.0,43682.0,1162.0,379.0,56682.0,1362.0,380.0,33072.0,103684.0,136756.0,463.0,245.0,2963.0,1467.0,3426.0,1712.0,3.0,486.0,489.0,,0.0,0.0,63519.0,19690335.0,,,231995.0,,,19922330.0,2009,NOV,4.0,2009-11-01,0.0,63519.0,0.0
Placer,1123.0,26.0,0.0,4357.0,43.0,20.0,5480.0,69.0,20.0,3048.0,9905.0,12953.0,52.0,38.0,114.0,52.0,166.0,90.0,0.0,27.0,27.0,,0.0,0.0,6003.0,1853538.0,,,13780.0,,,1867318.0,2009,NOV,4.0,2009-11-01,0.0,6003.0,0.0
Plumas,93.0,0.0,0.0,350.0,0.0,0.0,443.0,0.0,0.0,257.0,823.0,1080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,486.0,148242.0,,,0.0,,,148242.0,2009,NOV,4.0,2009-11-01,0.0,486.0,0.0
Riverside,17964.0,193.0,1.0,50340.0,1052.0,169.0,68304.0,1245.0,170.0,49006.0,133900.0,182906.0,521.0,210.0,3356.0,1139.0,3877.0,1349.0,1.0,196.0,197.0,,0.0,0.0,74532.0,25957566.0,,,171032.0,,,26128598.0,2009,NOV,4.0,2009-11-01,0.0,74532.0,0.0
Sacramento,19260.0,624.0,7.0,49665.0,771.0,274.0,68925.0,1395.0,281.0,49888.0,112726.0,162614.0,1486.0,942.0,2034.0,1063.0,3520.0,2005.0,7.0,353.0,360.0,,0.0,0.0,75606.0,25083655.0,,,267030.0,,,25350685.0,2009,NOV,4.0,2009-11-01,0.0,75606.0,0.0
San Benito,340.0,1.0,0.0,1754.0,14.0,3.0,2094.0,15.0,3.0,995.0,3928.0,4923.0,3.0,1.0,45.0,18.0,48.0,19.0,0.0,4.0,4.0,,0.0,0.0,2112.0,717125.0,,,1960.0,,,719085.0,2009,NOV,4.0,2009-11-01,0.0,2112.0,0.0
San Bernardino,26111.0,265.0,3.0,72700.0,1206.0,348.0,98811.0,1471.0,351.0,70692.0,187568.0,258260.0,707.0,302.0,3669.0,1367.0,4376.0,1669.0,3.0,449.0,452.0,,0.0,0.0,108229.0,37380840.0,,,260984.0,,,37641824.0,2009,NOV,4.0,2009-11-01,0.0,108229.0,0.0
San Diego,17527.0,408.0,3.0,43893.0,920.0,327.0,61420.0,1328.0,330.0,47740.0,103171.0,150911.0,986.0,480.0,2464.0,1037.0,3450.0,1517.0,3.0,416.0,419.0,,0.0,0.0,69845.0,22713445.0,,,229962.0,,,22943407.0,2009,NOV,4.0,2009-11-01,0.0,69845.0,0.0
San Francisco,3242.0,145.0,2.0,20629.0,463.0,551.0,23871.0,608.0,553.0,7302.0,30122.0,37424.0,275.0,169.0,895.0,655.0,1170.0,824.0,2.0,756.0,758.0,,0.0,0.0,26475.0,5887390.0,,,195167.0,,,6082557.0,2009,NOV,4.0,2009-11-01,0.0,26475.0,0.0
San Joaquin,6131.0,8.0,0.0,23243.0,372.0,62.0,29374.0,380.0,62.0,16761.0,60722.0,77483.0,18.0,8.0,867.0,372.0,885.0,380.0,0.0,81.0,81.0,,0.0,0.0,31788.0,11381833.0,,,13733.0,,,11395566.0,2009,NOV,4.0,2009-11-01,0.0,31788.0,0.0
San Luis Obispo,1303.0,11.0,1.0,5110.0,34.0,14.0,6413.0,45.0,15.0,3216.0,9763.0,12979.0,24.0,12.0,86.0,37.0,110.0,49.0,1.0,17.0,18.0,,0.0,0.0,7434.0,1867310.0,,,6824.0,,,1874134.0,2009,NOV,4.0,2009-11-01,0.0,7434.0,0.0
San Mateo,1779.0,46.0,1.0,5344.0,158.0,46.0,7123.0,204.0,47.0,4302.0,10764.0,15066.0,101.0,51.0,389.0,171.0,490.0,222.0,1.0,59.0,60.0,,0.0,0.0,8389.0,2335865.0,,,34054.0,,,2369919.0,2009,NOV,4.0,2009-11-01,0.0,8389.0,0.0
Santa Barbara,4108.0,17.0,0.0,6820.0,85.0,5.0,10928.0,102.0,5.0,7739.0,17645.0,25384.0,42.0,18.0,277.0,91.0,319.0,109.0,0.0,6.0,6.0,,0.0,0.0,12296.0,3575692.0,,,9786.0,,,3585478.0,2009,NOV,4.0,2009-11-01,0.0,12296.0,0.0
Santa Clara,9920.0,138.0,4.0,26354.0,526.0,553.0,36274.0,664.0,557.0,24451.0,56775.0,81226.0,296.0,167.0,1187.0,676.0,1483.0,843.0,5.0,789.0,794.0,,0.0,0.0,40766.0,11941085.0,,,226301.0,,,12167386.0,2009,NOV,4.0,2009-11-01,0.0,40766.0,0.0
Santa Cruz,1489.0,8.0,0.0,6554.0,59.0,9.0,8043.0,67.0,9.0,3584.0,12970.0,16554.0,14.0,8.0,168.0,63.0,182.0,71.0,0.0,12.0,12.0,,0.0,0.0,9016.0,2407681.76,,,9019.92,,,2416701.68,2009,NOV,4.0,2009-11-01,0.0,9016.0,0.0
Shasta,1617.0,0.0,1.0,7511.0,18.0,9.0,9128.0,18.0,10.0,4099.0,15572.0,19671.0,0.0,0.0,41.0,19.0,41.0,19.0,1.0,10.0,11.0,,0.0,0.0,9797.0,2800176.0,,,4333.0,,,2804509.0,2009,NOV,4.0,2009-11-01,0.0,9797.0,0.0
Sierra,20.0,0.0,0.0,79.0,0.0,2.0,99.0,0.0,2.0,62.0,171.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,,0.0,0.0,111.0,32552.0,,,600.0,,,33152.0,2009,NOV,4.0,2009-11-01,0.0,111.0,0.0
Siskiyou,437.0,0.0,0.0,1629.0,6.0,1.0,2066.0,6.0,1.0,1204.0,3719.0,4923.0,0.0,0.0,20.0,6.0,20.0,6.0,0.0,1.0,1.0,,0.0,0.0,2245.0,713765.0,,,854.0,,,714619.0,2009,NOV,4.0,2009-11-01,0.0,2245.0,0.0
Solano,4098.0,42.0,2.0,10976.0,132.0,46.0,15074.0,174.0,48.0,10246.0,21402.0,31648.0,107.0,48.0,350.0,144.0,457.0,192.0,2.0,50.0,52.0,,0.0,0.0,17050.0,4862331.0,,,29681.0,,,4892012.0,2009,NOV,4.0,2009-11-01,0.0,17050.0,0.0
Sonoma,2500.0,35.0,1.0,8887.0,92.0,32.0,11387.0,127.0,33.0,5943.0,16632.0,22575.0,81.0,38.0,244.0,100.0,325.0,138.0,1.0,38.0,39.0,,0.0,0.0,12672.0,3371678.82,,,19140.91,,,3390819.73,2009,NOV,4.0,2009-11-01,0.0,12672.0,0.0
Stanislaus,7438.0,32.0,0.0,19868.0,101.0,19.0,27306.0,133.0,19.0,19295.0,45975.0,65270.0,82.0,35.0,319.0,113.0,401.0,148.0,0.0,22.0,22.0,,0.0,0.0,29316.0,9393005.0,,,19950.0,,,9412955.0,2009,NOV,4.0,2009-11-01,0.0,29316.0,0.0
Sutter,681.0,1.0,0.0,2845.0,57.0,5.0,3526.0,58.0,5.0,2002.0,7163.0,9165.0,2.0,1.0,167.0,73.0,169.0,74.0,0.0,6.0,6.0,,0.0,0.0,3793.0,1320967.0,,,8855.0,,,1329822.0,2009,NOV,4.0,2009-11-01,0.0,3793.0,0.0
Tehama,674.0,2.0,0.0,2567.0,27.0,9.0,3241.0,29.0,9.0,1827.0,6085.0,7912.0,4.0,2.0,71.0,31.0,75.0,33.0,0.0,11.0,11.0,,0.0,0.0,3507.0,1130549.0,,,5945.0,,,1136494.0,2009,NOV,4.0,2009-11-01,0.0,3507.0,0.0
Trinity,85.0,0.0,0.0,489.0,0.0,0.0,574.0,0.0,0.0,223.0,1022.0,1245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,574.0,180784.0,,,0.0,,,180784.0,2009,NOV,4.0,2009-11-01,0.0,574.0,0.0
Tulare,9546.0,103.0,0.0,25950.0,482.0,75.0,35496.0,585.0,75.0,26324.0,62384.0,88708.0,272.0,106.0,1512.0,511.0,1784.0,617.0,0.0,85.0,85.0,,0.0,0.0,38597.0,12922189.0,,,73884.0,,,12996073.0,2009,NOV,4.0,2009-11-01,0.0,38597.0,0.0
Tuolumne,560.0,0.0,0.0,1719.0,0.0,2.0,2279.0,0.0,2.0,1608.0,3400.0,5008.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,,0.0,0.0,2442.0,669810.0,,,585.0,,,670395.0,2009,NOV,4.0,2009-11-01,0.0,2442.0,0.0
Ventura,4400.0,34.0,0.0,18901.0,211.0,50.0,23301.0,245.0,50.0,10997.0,39815.0,50812.0,77.0,47.0,633.0,229.0,710.0,276.0,0.0,66.0,66.0,,0.0,0.0,25581.0,7446379.0,,,36422.0,,,7482801.0,2009,NOV,4.0,2009-11-01,0.0,25581.0,0.0
Yolo,1324.0,55.0,0.0,4247.0,97.0,49.0,5571.0,152.0,49.0,3396.0,9370.0,12766.0,148.0,91.0,267.0,127.0,415.0,218.0,0.0,72.0,72.0,,0.0,0.0,6268.0,1920541.0,,,31899.0,,,1952440.0,2009,NOV,4.0,2009-11-01,0.0,6268.0,0.0
Yuba,856.0,0.0,0.0,3921.0,32.0,16.0,4777.0,32.0,16.0,2424.0,8903.0,11327.0,0.0,0.0,68.0,37.0,68.0,37.0,0.0,28.0,28.0,,0.0,0.0,5195.0,1657375.0,,,9613.0,,,1666988.0,2009,NOV,4.0,2009-11-01,0.0,5195.0,0.0
California,302081.0,4679.0,66.0,966252.0,15144.0,5857.0,1268333.0,19823.0,5923.0,760023.0,2197582.0,2957605.0,10643.0,5831.0,41396.0,17855.0,52039.0,23686.0,78.0,7471.0,7549.0,,0.0,0.0,1828701.0,444804985.98,,,3719089.63,,,448524075.61,2009,OCT,4.0,2009-10-01,0.0,1828701.0,0.0
Alameda,11285.0,322.0,2.0,32501.0,568.0,276.0,43786.0,890.0,278.0,26351.0,63904.0,90255.0,726.0,389.0,1384.0,708.0,2110.0,1097.0,2.0,357.0,359.0,,0.0,0.0,44954.0,14092738.0,,,184986.0,,,14277724.0,2009,OCT,4.0,2009-10-01,0.0,44954.0,0.0
Alpine,4.0,0.0,0.0,59.0,0.0,0.0,63.0,0.0,0.0,7.0,129.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,58.0,18879.0,,,0.0,,,18879.0,2009,OCT,4.0,2009-10-01,0.0,58.0,0.0
Amador,185.0,0.0,0.0,869.0,0.0,0.0,1054.0,0.0,0.0,504.0,1639.0,2143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1150.0,328751.0,,,0.0,,,328751.0,2009,OCT,4.0,2009-10-01,0.0,1150.0,0.0
Butte,1769.0,1.0,0.0,9050.0,29.0,13.0,10819.0,30.0,13.0,4395.0,19161.0,23556.0,9.0,2.0,105.0,34.0,114.0,36.0,0.0,13.0,13.0,,0.0,0.0,11726.0,3460654.0,,,6854.0,,,3467508.0,2009,OCT,4.0,2009-10-01,0.0,11726.0,0.0
Calaveras,316.0,0.0,0.0,1314.0,6.0,0.0,1630.0,6.0,0.0,857.0,2663.0,3520.0,0.0,0.0,12.0,6.0,12.0,6.0,0.0,0.0,0.0,,0.0,0.0,1636.0,516500.0,,,716.0,,,517216.0,2009,OCT,4.0,2009-10-01,0.0,1636.0,0.0
Colusa,62.0,0.0,0.0,451.0,7.0,0.0,513.0,7.0,0.0,176.0,1265.0,1441.0,0.0,0.0,24.0,8.0,24.0,8.0,0.0,0.0,0.0,,0.0,0.0,550.0,184014.0,,,472.0,,,184486.0,2009,OCT,4.0,2009-10-01,0.0,550.0,0.0
Contra Costa,6269.0,71.0,1.0,16602.0,182.0,49.0,22871.0,253.0,50.0,15221.0,34851.0,50072.0,158.0,86.0,492.0,221.0,650.0,307.0,1.0,68.0,69.0,,0.0,0.0,25838.0,7656581.21,,,42329.55,,,7698910.76,2009,OCT,4.0,2009-10-01,0.0,25838.0,0.0
Del Norte,444.0,3.0,0.0,1690.0,7.0,2.0,2134.0,10.0,2.0,1211.0,3388.0,4599.0,3.0,3.0,16.0,8.0,19.0,11.0,0.0,2.0,2.0,,0.0,0.0,2146.0,668464.0,,,745.0,,,669209.0,2009,OCT,4.0,2009-10-01,0.0,2146.0,0.0
El Dorado,500.0,0.0,0.0,3149.0,14.0,6.0,3649.0,14.0,6.0,1333.0,6248.0,7581.0,0.0,0.0,32.0,17.0,32.0,17.0,0.0,7.0,7.0,,0.0,0.0,4082.0,1141775.0,,,2818.0,,,1144593.0,2009,OCT,4.0,2009-10-01,0.0,4082.0,0.0
Fresno,17449.0,90.0,0.0,51653.0,419.0,87.0,69102.0,509.0,87.0,47259.0,127745.0,175004.0,227.0,99.0,1269.0,467.0,1496.0,566.0,0.0,102.0,102.0,,0.0,0.0,76788.0,25652282.0,,,79711.0,,,25731993.0,2009,OCT,4.0,2009-10-01,0.0,76788.0,0.0
Glenn,240.0,0.0,0.0,878.0,4.0,0.0,1118.0,4.0,0.0,658.0,2242.0,2900.0,0.0,0.0,13.0,5.0,13.0,5.0,0.0,0.0,0.0,,0.0,0.0,1206.0,394765.0,,,426.0,,,395191.0,2009,OCT,4.0,2009-10-01,0.0,1206.0,0.0
Humboldt,1028.0,0.0,0.0,5307.0,9.0,6.0,6335.0,9.0,6.0,2596.0,9871.0,12467.0,0.0,0.0,23.0,11.0,23.0,11.0,0.0,7.0,7.0,,0.0,0.0,7042.0,1853372.0,,,2284.0,,,1855656.0,2009,OCT,4.0,2009-10-01,0.0,7042.0,0.0
