county,consortium,month,year,federal_fiscal_year,state_fiscal_year,qtr_medical_rcv_calfresh_pct,qtr_calfresh_persons_rcv_medical,qtr_calfresh_persons_rcv_medical_pct,quarter,fulldate
Calaveras,C-IV,JAN,2013,2013.0,2013.0,0.495837297812,4169.0,0.829816878981,1.0,2013-01-01
Colusa,C-IV,JAN,2013,2013.0,2013.0,0.311139800812,1687.0,0.8911780243,1.0,2013-01-01
Contra Costa,CalWIN,JAN,2013,2013.0,2013.0,0.348376554448,54152.0,0.75918630571,1.0,2013-01-01
Del Norte,C-IV,JAN,2013,2013.0,2013.0,0.494068162209,4581.0,0.873736410452,1.0,2013-01-01
El Dorado,C-IV,JAN,2013,2013.0,2013.0,0.424641350211,10064.0,0.806539509537,1.0,2013-01-01
Fresno,CalWIN,JAN,2013,2013.0,2013.0,0.537872576444,178436.0,0.795321741688,1.0,2013-01-01
Glenn,C-IV,JAN,2013,2013.0,2013.0,0.394473558838,3312.0,0.915422885572,1.0,2013-01-01
Humboldt,C-IV,JAN,2013,2013.0,2013.0,0.416093009026,13600.0,0.840336134454,1.0,2013-01-01
Imperial,C-IV,JAN,2013,2013.0,2013.0,0.50644689418,33583.0,0.887218641023,1.0,2013-01-01
Inyo,C-IV,JAN,2013,2013.0,2013.0,0.389362657092,1735.0,0.871421396283,1.0,2013-01-01
Kern,C-IV,JAN,2013,2013.0,2013.0,0.467383399831,118900.0,0.812669163682,1.0,2013-01-01
Kings,C-IV,JAN,2013,2013.0,2013.0,0.507057967499,20906.0,0.881737663433,1.0,2013-01-01
Lake,C-IV,JAN,2013,2013.0,2013.0,0.422099814806,8889.0,0.849727559507,1.0,2013-01-01
Lassen,C-IV,JAN,2013,2013.0,2013.0,0.468946266574,2688.0,0.89332003988,1.0,2013-01-01
Los Angeles,LRS,JAN,2013,2013.0,2013.0,0.347475724116,876888.0,0.767998822894,1.0,2013-01-01
Madera,C-IV,JAN,2013,2013.0,2013.0,0.485865898645,24630.0,0.901966528729,1.0,2013-01-01
Marin,C-IV,JAN,2013,2013.0,2013.0,0.311779411216,8356.0,0.86960141534,1.0,2013-01-01
Mariposa,C-IV,JAN,2013,2013.0,2013.0,0.470621629293,1658.0,0.87447257384,1.0,2013-01-01
Mendocino,C-IV,JAN,2013,2013.0,2013.0,0.391867817096,11218.0,0.83405204461,1.0,2013-01-01
Merced,C-IV,JAN,2013,2013.0,2013.0,0.508433493812,45728.0,0.820748451943,1.0,2013-01-01
Modoc,C-IV,JAN,2013,2013.0,2013.0,0.368332633347,877.0,0.874376869392,1.0,2013-01-01
Mono,C-IV,JAN,2013,2013.0,2013.0,0.304772234273,562.0,0.777316735823,1.0,2013-01-01
Monterey,C-IV,JAN,2013,2013.0,2013.0,0.39828868483,41986.0,0.84207781789,1.0,2013-01-01
Napa,C-IV,JAN,2013,2013.0,2013.0,0.328000810004,6479.0,0.841975308642,1.0,2013-01-01
Nevada,C-IV,JAN,2013,2013.0,2013.0,0.421735828212,6108.0,0.809220985692,1.0,2013-01-01
Orange,CalWIN,JAN,2013,2013.0,2013.0,0.342674693147,179823.0,0.775523670285,1.0,2013-01-01
Placer,CalWIN,JAN,2013,2013.0,2013.0,0.347965098906,11645.0,0.659175817955,1.0,2013-01-01
Plumas,C-IV,JAN,2013,2013.0,2013.0,0.387056157139,1537.0,0.866403607666,1.0,2013-01-01
Riverside,C-IV,JAN,2013,2013.0,2013.0,0.416575651471,192615.0,0.69838144756,1.0,2013-01-01
Sacramento,CalWIN,JAN,2013,2013.0,2013.0,0.471777940391,162469.0,0.764739938809,1.0,2013-01-01
San Benito,C-IV,JAN,2013,2013.0,2013.0,0.456871160481,5429.0,0.848148726761,1.0,2013-01-01
San Bernardino,C-IV,JAN,2013,2013.0,2013.0,0.4801679619,258206.0,0.717350476741,1.0,2013-01-01
San Diego,CalWIN,JAN,2013,2013.0,2013.0,0.373610373526,190653.0,0.725098313645,1.0,2013-01-01
San Francisco,CalWIN,JAN,2013,2013.0,2013.0,0.224273595618,33576.0,0.645208401391,1.0,2013-01-01
San Joaquin,C-IV,JAN,2013,2013.0,2013.0,0.485117889154,93473.0,0.821379613357,1.0,2013-01-01
San Luis Obispo,CalWIN,JAN,2013,2013.0,2013.0,0.369445585216,13494.0,0.737054839414,1.0,2013-01-01
San Mateo,CalWIN,JAN,2013,2013.0,2013.0,0.257920748389,23380.0,0.779255407793,1.0,2013-01-01
Santa Barbara,CalWIN,JAN,2013,2013.0,2013.0,0.329966598648,28945.0,0.830750243958,1.0,2013-01-01
Santa Clara,CalWIN,JAN,2013,2013.0,2013.0,0.295431277195,87723.0,0.792603702666,1.0,2013-01-01
Santa Cruz,CalWIN,JAN,2013,2013.0,2013.0,0.38403250604,17485.0,0.73652064027,1.0,2013-01-01
Shasta,C-IV,JAN,2013,2013.0,2013.0,0.439567085123,21079.0,0.850474077063,1.0,2013-01-01
Sierra,C-IV,JAN,2013,2013.0,2013.0,0.418777943368,281.0,0.883647798742,1.0,2013-01-01
Siskiyou,C-IV,JAN,2013,2013.0,2013.0,0.454218887204,5690.0,0.865399239544,1.0,2013-01-01
Solano,CalWIN,JAN,2013,2013.0,2013.0,0.441339959507,35967.0,0.842910710101,1.0,2013-01-01
Sonoma,CalWIN,JAN,2013,2013.0,2013.0,0.381404787757,29507.0,0.816192741757,1.0,2013-01-01
Stanislaus,C-IV,JAN,2013,2013.0,2013.0,0.468498452544,68271.0,0.750280238257,1.0,2013-01-01
Sutter,C-IV,JAN,2013,2013.0,2013.0,0.40571680182,11057.0,0.876774244707,1.0,2013-01-01
Tehama,C-IV,JAN,2013,2013.0,2013.0,0.447997189037,8925.0,0.889387144993,1.0,2013-01-01
Trinity,C-IV,JAN,2013,2013.0,2013.0,0.413854882054,1386.0,0.837968561064,1.0,2013-01-01
Tulare,CalWIN,JAN,2013,2013.0,2013.0,0.54189756319,96713.0,0.825774005704,1.0,2013-01-01
Tuolumne,C-IV,JAN,2013,2013.0,2013.0,0.450544249882,4760.0,0.87725764836,1.0,2013-01-01
Ventura,CalWIN,JAN,2013,2013.0,2013.0,0.373735115721,50156.0,0.722355042198,1.0,2013-01-01
Yolo,CalWIN,JAN,2013,2013.0,2013.0,0.409554104268,14549.0,0.828153460838,1.0,2013-01-01
Yuba,C-IV,JAN,2013,2013.0,2013.0,0.491026311204,11272.0,0.855689668261,1.0,2013-01-01
California,n/a,APR,2013,2013.0,2013.0,0.366965672445,3199617.0,0.773615069311,2.0,2013-04-01
Alameda,CalWIN,APR,2013,2013.0,2013.0,0.342958995583,98611.0,0.761439624419,2.0,2013-04-01
Alpine,C-IV,APR,2013,2013.0,2013.0,0.521568627451,133.0,0.869281045752,2.0,2013-04-01
Amador,C-IV,APR,2013,2013.0,2013.0,0.470973451327,2661.0,0.818014140793,2.0,2013-04-01
Butte,C-IV,APR,2013,2013.0,2013.0,0.437945533984,26663.0,0.872080853012,2.0,2013-04-01
Calaveras,C-IV,APR,2013,2013.0,2013.0,0.477950637501,4086.0,0.830656637528,2.0,2013-04-01
Colusa,C-IV,APR,2013,2013.0,2013.0,0.304269500991,1689.0,0.889415481833,2.0,2013-04-01
Contra Costa,CalWIN,APR,2013,2013.0,2013.0,0.32608826685,54100.0,0.761671453511,2.0,2013-04-01
Del Norte,C-IV,APR,2013,2013.0,2013.0,0.483543492199,4525.0,0.872373240794,2.0,2013-04-01
El Dorado,C-IV,APR,2013,2013.0,2013.0,0.415128002987,10005.0,0.809073265405,2.0,2013-04-01
Fresno,CalWIN,APR,2013,2013.0,2013.0,0.518666775116,178550.0,0.795875976179,2.0,2013-04-01
Glenn,C-IV,APR,2013,2013.0,2013.0,0.388250319285,3344.0,0.915161466886,2.0,2013-04-01
Humboldt,C-IV,APR,2013,2013.0,2013.0,0.410514911674,13641.0,0.839084701975,2.0,2013-04-01
Imperial,C-IV,APR,2013,2013.0,2013.0,0.492962436057,32572.0,0.885253030385,2.0,2013-04-01
Inyo,C-IV,APR,2013,2013.0,2013.0,0.356763925729,1614.0,0.871961102107,2.0,2013-04-01
Kern,C-IV,APR,2013,2013.0,2013.0,0.375431557166,101240.0,0.813499397348,2.0,2013-04-01
Kings,C-IV,APR,2013,2013.0,2013.0,0.425819013335,18808.0,0.881349578257,2.0,2013-04-01
Lake,C-IV,APR,2013,2013.0,2013.0,0.413992932862,8787.0,0.850629235237,2.0,2013-04-01
Lassen,C-IV,APR,2013,2013.0,2013.0,0.470821823204,2727.0,0.89763001975,2.0,2013-04-01
Los Angeles,LRS,APR,2013,2013.0,2013.0,0.334007668825,887107.0,0.770025406905,2.0,2013-04-01
Madera,C-IV,APR,2013,2013.0,2013.0,0.460308363529,24899.0,0.910517077452,2.0,2013-04-01
Marin,C-IV,APR,2013,2013.0,2013.0,0.299791762256,8494.0,0.88112033195,2.0,2013-04-01
Mariposa,C-IV,APR,2013,2013.0,2013.0,0.446253157452,1590.0,0.875550660793,2.0,2013-04-01
Mendocino,C-IV,APR,2013,2013.0,2013.0,0.378923920493,11057.0,0.840964405233,2.0,2013-04-01
Merced,C-IV,APR,2013,2013.0,2013.0,0.441094275359,40406.0,0.820559684822,2.0,2013-04-01
Modoc,C-IV,APR,2013,2013.0,2013.0,0.364059196617,861.0,0.889462809917,2.0,2013-04-01
Mono,C-IV,APR,2013,2013.0,2013.0,0.251832460733,481.0,0.813874788494,2.0,2013-04-01
Monterey,C-IV,APR,2013,2013.0,2013.0,0.307151499297,37572.0,0.856010206871,2.0,2013-04-01
Napa,C-IV,APR,2013,2013.0,2013.0,0.296348578957,6298.0,0.849015907253,2.0,2013-04-01
Nevada,C-IV,APR,2013,2013.0,2013.0,0.418467183041,6159.0,0.823615940091,2.0,2013-04-01
Orange,CalWIN,APR,2013,2013.0,2013.0,0.327573952146,182043.0,0.778790251165,2.0,2013-04-01
Placer,CalWIN,APR,2013,2013.0,2013.0,0.340315512708,11649.0,0.663874166524,2.0,2013-04-01
Plumas,C-IV,APR,2013,2013.0,2013.0,0.381776533469,1500.0,0.866551126516,2.0,2013-04-01
Riverside,C-IV,APR,2013,2013.0,2013.0,0.35200221201,174409.0,0.707914924707,2.0,2013-04-01
Sacramento,CalWIN,APR,2013,2013.0,2013.0,0.444078400144,162836.0,0.768224792889,2.0,2013-04-01
San Benito,C-IV,APR,2013,2013.0,2013.0,0.396180014755,4833.0,0.856762985286,2.0,2013-04-01
San Bernardino,C-IV,APR,2013,2013.0,2013.0,0.404767755337,228967.0,0.725033407008,2.0,2013-04-01
San Diego,CalWIN,APR,2013,2013.0,2013.0,0.366531886353,190454.0,0.718737735109,2.0,2013-04-01
San Francisco,CalWIN,APR,2013,2013.0,2013.0,0.222374933097,33654.0,0.646260201632,2.0,2013-04-01
San Joaquin,C-IV,APR,2013,2013.0,2013.0,0.463143837102,93983.0,0.823415514553,2.0,2013-04-01
San Luis Obispo,CalWIN,APR,2013,2013.0,2013.0,0.352686535838,13443.0,0.734710608296,2.0,2013-04-01
San Mateo,CalWIN,APR,2013,2013.0,2013.0,0.252854619097,23473.0,0.778205085701,2.0,2013-04-01
Santa Barbara,CalWIN,APR,2013,2013.0,2013.0,0.300909389498,29317.0,0.83734148292,2.0,2013-04-01
Santa Clara,CalWIN,APR,2013,2013.0,2013.0,0.287228323728,88161.0,0.789796192609,2.0,2013-04-01
Santa Cruz,CalWIN,APR,2013,2013.0,2013.0,0.359659781288,18056.0,0.745930760968,2.0,2013-04-01
Shasta,C-IV,APR,2013,2013.0,2013.0,0.434963385876,21027.0,0.855068927656,2.0,2013-04-01
Sierra,C-IV,APR,2013,2013.0,2013.0,0.383381924198,263.0,0.851132686084,2.0,2013-04-01
Siskiyou,C-IV,APR,2013,2013.0,2013.0,0.45171900697,5768.0,0.873939393939,2.0,2013-04-01
Solano,CalWIN,APR,2013,2013.0,2013.0,0.415651868749,35532.0,0.844512050197,2.0,2013-04-01
Sonoma,CalWIN,APR,2013,2013.0,2013.0,0.356827718499,29763.0,0.828937473889,2.0,2013-04-01
Stanislaus,C-IV,APR,2013,2013.0,2013.0,0.397448264331,61804.0,0.756632347,2.0,2013-04-01
Sutter,C-IV,APR,2013,2013.0,2013.0,0.400326855438,11268.0,0.887873296037,2.0,2013-04-01
Tehama,C-IV,APR,2013,2013.0,2013.0,0.43995231946,8858.0,0.890609290167,2.0,2013-04-01
Trinity,C-IV,APR,2013,2013.0,2013.0,0.409996933456,1337.0,0.837719298246,2.0,2013-04-01
Tulare,CalWIN,APR,2013,2013.0,2013.0,0.516090684785,97681.0,0.831532888968,2.0,2013-04-01
Tuolumne,C-IV,APR,2013,2013.0,2013.0,0.441247672253,4739.0,0.885794392523,2.0,2013-04-01
Ventura,CalWIN,APR,2013,2013.0,2013.0,0.36562611345,50282.0,0.725748018995,2.0,2013-04-01
Yolo,CalWIN,APR,2013,2013.0,2013.0,0.396103366756,14577.0,0.835501805468,2.0,2013-04-01
Yuba,C-IV,APR,2013,2013.0,2013.0,0.486918918919,11260.0,0.856534307014,2.0,2013-04-01
California,n/a,JUL,2013,2013.0,2014.0,0.375076323647,3306701.0,0.770264361768,3.0,2013-07-01
Alameda,CalWIN,JUL,2013,2013.0,2014.0,0.343738484109,98875.0,0.760290352098,3.0,2013-07-01
Alpine,C-IV,JUL,2013,2013.0,2014.0,0.535714285714,150.0,0.867052023121,3.0,2013-07-01
Amador,C-IV,JUL,2013,2013.0,2014.0,0.483485593816,2752.0,0.835712116611,3.0,2013-07-01
Butte,C-IV,JUL,2013,2013.0,2014.0,0.439101524489,27075.0,0.873189924856,3.0,2013-07-01
Calaveras,C-IV,JUL,2013,2013.0,2014.0,0.476910550192,4100.0,0.826113237961,3.0,2013-07-01
Colusa,C-IV,JUL,2013,2013.0,2014.0,0.280440184594,1580.0,0.88416340235,3.0,2013-07-01
Contra Costa,CalWIN,JUL,2013,2013.0,2014.0,0.322650606729,54003.0,0.761120193934,3.0,2013-07-01
Del Norte,C-IV,JUL,2013,2013.0,2014.0,0.484363245567,4507.0,0.873957727361,3.0,2013-07-01
El Dorado,C-IV,JUL,2013,2013.0,2014.0,0.40315703157,9833.0,0.809700263505,3.0,2013-07-01
Fresno,CalWIN,JUL,2013,2013.0,2014.0,0.51193463858,175633.0,0.787973547727,3.0,2013-07-01
Glenn,C-IV,JUL,2013,2013.0,2014.0,0.380150028852,3294.0,0.907438016529,3.0,2013-07-01
Humboldt,C-IV,JUL,2013,2013.0,2014.0,0.421223286662,14290.0,0.837582791161,3.0,2013-07-01
Imperial,C-IV,JUL,2013,2013.0,2014.0,0.504527600372,33653.0,0.881961370129,3.0,2013-07-01
Inyo,C-IV,JUL,2013,2013.0,2014.0,0.412801070473,1851.0,0.865357643759,3.0,2013-07-01
Kern,C-IV,JUL,2013,2013.0,2014.0,0.439684820634,119024.0,0.809720124631,3.0,2013-07-01
Kings,C-IV,JUL,2013,2013.0,2014.0,0.475739161981,20982.0,0.88341543514,3.0,2013-07-01
Lake,C-IV,JUL,2013,2013.0,2014.0,0.416133339472,9038.0,0.858472644377,3.0,2013-07-01
Lassen,C-IV,JUL,2013,2013.0,2014.0,0.464970372952,2668.0,0.883443708609,3.0,2013-07-01
Los Angeles,LRS,JUL,2013,2013.0,2014.0,0.330220686168,896036.0,0.768576106992,3.0,2013-07-01
Madera,C-IV,JUL,2013,2013.0,2014.0,0.455937356057,24746.0,0.910918059339,3.0,2013-07-01
Marin,C-IV,JUL,2013,2013.0,2014.0,0.304244059355,8796.0,0.884642462034,3.0,2013-07-01
Mariposa,C-IV,JUL,2013,2013.0,2014.0,0.463522884882,1671.0,0.889776357827,3.0,2013-07-01
Mendocino,C-IV,JUL,2013,2013.0,2014.0,0.379854698533,11189.0,0.849131061698,3.0,2013-07-01
Merced,C-IV,JUL,2013,2013.0,2014.0,0.495615934185,45785.0,0.82183051821,3.0,2013-07-01
Modoc,C-IV,JUL,2013,2013.0,2014.0,0.358227848101,849.0,0.870769230769,3.0,2013-07-01
Mono,C-IV,JUL,2013,2013.0,2014.0,0.267720550739,525.0,0.767543859649,3.0,2013-07-01
Monterey,C-IV,JUL,2013,2013.0,2014.0,0.324117700079,39555.0,0.846349709004,3.0,2013-07-01
Napa,C-IV,JUL,2013,2013.0,2014.0,0.284662004662,6106.0,0.859032076533,3.0,2013-07-01
Nevada,C-IV,JUL,2013,2013.0,2014.0,0.416628083868,6299.0,0.828379800105,3.0,2013-07-01
Orange,CalWIN,JUL,2013,2013.0,2014.0,0.329921420444,184401.0,0.776372960137,3.0,2013-07-01
Placer,CalWIN,JUL,2013,2013.0,2014.0,0.335445033682,11702.0,0.659119071758,3.0,2013-07-01
Plumas,C-IV,JUL,2013,2013.0,2014.0,0.378643280887,1468.0,0.876941457587,3.0,2013-07-01
Riverside,C-IV,JUL,2013,2013.0,2014.0,0.396444963065,198410.0,0.707725014179,3.0,2013-07-01
Sacramento,CalWIN,JUL,2013,2013.0,2014.0,0.441650346919,162825.0,0.762957270644,3.0,2013-07-01
San Benito,C-IV,JUL,2013,2013.0,2014.0,0.430671756965,5302.0,0.857790001618,3.0,2013-07-01
San Bernardino,C-IV,JUL,2013,2013.0,2014.0,0.471896077942,268238.0,0.7218926949,3.0,2013-07-01
San Diego,CalWIN,JUL,2013,2013.0,2014.0,0.359766989558,190529.0,0.715327836847,3.0,2013-07-01
San Francisco,CalWIN,JUL,2013,2013.0,2014.0,0.221176579361,33491.0,0.646020601057,3.0,2013-07-01
San Joaquin,C-IV,JUL,2013,2013.0,2014.0,0.46506172779,94967.0,0.819090579773,3.0,2013-07-01
San Luis Obispo,CalWIN,JUL,2013,2013.0,2014.0,0.342159658808,13077.0,0.73656640757,3.0,2013-07-01
San Mateo,CalWIN,JUL,2013,2013.0,2014.0,0.252643317798,24014.0,0.77904298459,3.0,2013-07-01
Santa Barbara,CalWIN,JUL,2013,2013.0,2014.0,0.27769825365,27160.0,0.829287655339,3.0,2013-07-01
Santa Clara,CalWIN,JUL,2013,2013.0,2014.0,0.288450474011,88237.0,0.784071016643,3.0,2013-07-01
Santa Cruz,CalWIN,JUL,2013,2013.0,2014.0,0.337782279688,17007.0,0.741886232769,3.0,2013-07-01
Shasta,C-IV,JUL,2013,2013.0,2014.0,0.434297300619,21205.0,0.861781679265,3.0,2013-07-01
Sierra,C-IV,JUL,2013,2013.0,2014.0,0.39764359352,270.0,0.846394984326,3.0,2013-07-01
Siskiyou,C-IV,JUL,2013,2013.0,2014.0,0.450289198062,5761.0,0.873143376781,3.0,2013-07-01
Solano,CalWIN,JUL,2013,2013.0,2014.0,0.417387161251,35917.0,0.842429928463,3.0,2013-07-01
Sonoma,CalWIN,JUL,2013,2013.0,2014.0,0.35288762783,29849.0,0.834376921787,3.0,2013-07-01
Stanislaus,C-IV,JUL,2013,2013.0,2014.0,0.439896679346,68462.0,0.747263062532,3.0,2013-07-01
Sutter,C-IV,JUL,2013,2013.0,2014.0,0.393563573762,11202.0,0.884834123223,3.0,2013-07-01
Tehama,C-IV,JUL,2013,2013.0,2014.0,0.444417261963,9083.0,0.886492289674,3.0,2013-07-01
Trinity,C-IV,JUL,2013,2013.0,2014.0,0.411853643786,1362.0,0.849127182045,3.0,2013-07-01
Tulare,CalWIN,JUL,2013,2013.0,2014.0,0.511976487877,97552.0,0.827139453446,3.0,2013-07-01
Tuolumne,C-IV,JUL,2013,2013.0,2014.0,0.435010286142,4652.0,0.881728582259,3.0,2013-07-01
Ventura,CalWIN,JUL,2013,2013.0,2014.0,0.360840886785,50001.0,0.720652032919,3.0,2013-07-01
Yolo,CalWIN,JUL,2013,2013.0,2014.0,0.381830801676,14303.0,0.840314905117,3.0,2013-07-01
Yuba,C-IV,JUL,2013,2013.0,2014.0,0.490397864278,11389.0,0.852661525792,3.0,2013-07-01
California,n/a,OCT,2013,2014.0,2014.0,0.372322972935,3333001.0,0.766723386851,4.0,2013-10-01
Alameda,CalWIN,OCT,2013,2014.0,2014.0,0.346394273227,100021.0,0.755970916347,4.0,2013-10-01
Alpine,C-IV,OCT,2013,2014.0,2014.0,0.496402877698,138.0,0.867924528302,4.0,2013-10-01
Amador,C-IV,OCT,2013,2014.0,2014.0,0.474969895063,2761.0,0.837427964816,4.0,2013-10-01
Butte,C-IV,OCT,2013,2014.0,2014.0,0.436020561079,27059.0,0.869561025773,4.0,2013-10-01
Calaveras,C-IV,OCT,2013,2014.0,2014.0,0.469816577664,4047.0,0.829303278689,4.0,2013-10-01
Colusa,C-IV,OCT,2013,2014.0,2014.0,0.263350147852,1514.0,0.895328208161,4.0,2013-10-01
Contra Costa,CalWIN,OCT,2013,2014.0,2014.0,0.321790768293,54893.0,0.756310278314,4.0,2013-10-01
Del Norte,C-IV,OCT,2013,2014.0,2014.0,0.466330313015,4529.0,0.890133647799,4.0,2013-10-01
El Dorado,C-IV,OCT,2013,2014.0,2014.0,0.393537264964,9816.0,0.824181360202,4.0,2013-10-01
Fresno,CalWIN,OCT,2013,2014.0,2014.0,0.510757013469,177129.0,0.784579404065,4.0,2013-10-01
Glenn,C-IV,OCT,2013,2014.0,2014.0,0.361583209764,3170.0,0.911705493241,4.0,2013-10-01
Humboldt,C-IV,OCT,2013,2014.0,2014.0,0.403511232016,14388.0,0.836998254799,4.0,2013-10-01
Imperial,C-IV,OCT,2013,2014.0,2014.0,0.506212690692,34344.0,0.881745827985,4.0,2013-10-01
Inyo,C-IV,OCT,2013,2014.0,2014.0,0.388888888889,1736.0,0.855172413793,4.0,2013-10-01
Kern,C-IV,OCT,2013,2014.0,2014.0,0.425653907061,116925.0,0.805595937743,4.0,2013-10-01
Kings,C-IV,OCT,2013,2014.0,2014.0,0.46639659528,20493.0,0.882634163149,4.0,2013-10-01
Lake,C-IV,OCT,2013,2014.0,2014.0,0.40059202969,9067.0,0.859512750024,4.0,2013-10-01
Lassen,C-IV,OCT,2013,2014.0,2014.0,0.456829146565,2746.0,0.886664514046,4.0,2013-10-01
Los Angeles,LRS,OCT,2013,2014.0,2014.0,0.332761834562,905611.0,0.763578522591,4.0,2013-10-01
Madera,C-IV,OCT,2013,2014.0,2014.0,0.453298354922,24882.0,0.914510438106,4.0,2013-10-01
Marin,C-IV,OCT,2013,2014.0,2014.0,0.296803501558,8951.0,0.894205794206,4.0,2013-10-01
Mariposa,C-IV,OCT,2013,2014.0,2014.0,0.476488176135,1753.0,0.884906612822,4.0,2013-10-01
Mendocino,C-IV,OCT,2013,2014.0,2014.0,0.364775406077,11296.0,0.849962377728,4.0,2013-10-01
Merced,C-IV,OCT,2013,2014.0,2014.0,0.461965978179,45135.0,0.821203740766,4.0,2013-10-01
Modoc,C-IV,OCT,2013,2014.0,2014.0,0.35306122449,865.0,0.893595041322,4.0,2013-10-01
Mono,C-IV,OCT,2013,2014.0,2014.0,0.27164605138,571.0,0.833576642336,4.0,2013-10-01
Monterey,C-IV,OCT,2013,2014.0,2014.0,0.302217616919,37041.0,0.83646094438,4.0,2013-10-01
Napa,C-IV,OCT,2013,2014.0,2014.0,0.259933774834,6123.0,0.878227194492,4.0,2013-10-01
Nevada,C-IV,OCT,2013,2014.0,2014.0,0.410587102984,6399.0,0.828456758156,4.0,2013-10-01
Orange,CalWIN,OCT,2013,2014.0,2014.0,0.328507381807,188534.0,0.76930672869,4.0,2013-10-01
Placer,CalWIN,OCT,2013,2014.0,2014.0,0.333060694946,11809.0,0.648917463458,4.0,2013-10-01
Plumas,C-IV,OCT,2013,2014.0,2014.0,0.373827035252,1474.0,0.849078341014,4.0,2013-10-01
Riverside,C-IV,OCT,2013,2014.0,2014.0,0.392747696762,201597.0,0.706190821484,4.0,2013-10-01
Sacramento,CalWIN,OCT,2013,2014.0,2014.0,0.439728934588,163066.0,0.760359789051,4.0,2013-10-01
San Benito,C-IV,OCT,2013,2014.0,2014.0,0.413470606727,5261.0,0.867293109133,4.0,2013-10-01
San Bernardino,C-IV,OCT,2013,2014.0,2014.0,0.465704264149,269660.0,0.720047636468,4.0,2013-10-01
San Diego,CalWIN,OCT,2013,2014.0,2014.0,0.361981507462,195314.0,0.710868631576,4.0,2013-10-01
San Francisco,CalWIN,OCT,2013,2014.0,2014.0,0.22053416671,33590.0,0.645576675443,4.0,2013-10-01
San Joaquin,C-IV,OCT,2013,2014.0,2014.0,0.449284040738,94537.0,0.819197240949,4.0,2013-10-01
San Luis Obispo,CalWIN,OCT,2013,2014.0,2014.0,0.325468321939,13187.0,0.733670857906,4.0,2013-10-01
San Mateo,CalWIN,OCT,2013,2014.0,2014.0,0.2507039713,25018.0,0.772613569686,4.0,2013-10-01
Santa Barbara,CalWIN,OCT,2013,2014.0,2014.0,0.275996832873,27189.0,0.817320988397,4.0,2013-10-01
Santa Clara,CalWIN,OCT,2013,2014.0,2014.0,0.28836975798,88458.0,0.779207737639,4.0,2013-10-01
Santa Cruz,CalWIN,OCT,2013,2014.0,2014.0,0.324537798858,16764.0,0.737397730272,4.0,2013-10-01
Shasta,C-IV,OCT,2013,2014.0,2014.0,0.407931280749,20563.0,0.859693130984,4.0,2013-10-01
Sierra,C-IV,OCT,2013,2014.0,2014.0,0.392366412214,257.0,0.871186440678,4.0,2013-10-01
Siskiyou,C-IV,OCT,2013,2014.0,2014.0,0.441336971351,5823.0,0.867421421123,4.0,2013-10-01
Solano,CalWIN,OCT,2013,2014.0,2014.0,0.416748880195,36751.0,0.847265769089,4.0,2013-10-01
Sonoma,CalWIN,OCT,2013,2014.0,2014.0,0.338312604893,30439.0,0.846892215236,4.0,2013-10-01
Stanislaus,C-IV,OCT,2013,2014.0,2014.0,0.433940745622,68488.0,0.748110280946,4.0,2013-10-01
Sutter,C-IV,OCT,2013,2014.0,2014.0,0.378944824252,10975.0,0.894020853698,4.0,2013-10-01
Tehama,C-IV,OCT,2013,2014.0,2014.0,0.443894468739,9237.0,0.893067775307,4.0,2013-10-01
Trinity,C-IV,OCT,2013,2014.0,2014.0,0.386568848758,1370.0,0.843076923077,4.0,2013-10-01
Tulare,CalWIN,OCT,2013,2014.0,2014.0,0.510634191129,97885.0,0.821872376154,4.0,2013-10-01
Tuolumne,C-IV,OCT,2013,2014.0,2014.0,0.429301374954,4621.0,0.877682811016,4.0,2013-10-01
Ventura,CalWIN,OCT,2013,2014.0,2014.0,0.342379169841,51677.0,0.7204779299,4.0,2013-10-01
Yolo,CalWIN,OCT,2013,2014.0,2014.0,0.367835418624,14876.0,0.841593120616,4.0,2013-10-01
Yuba,C-IV,OCT,2013,2014.0,2014.0,0.47926939073,11178.0,0.849327558696,4.0,2013-10-01
California,n/a,JAN,2014,2014.0,2014.0,0.36097442551,3567063.0,0.808703050935,1.0,2014-01-01
Alameda,CalWIN,JAN,2014,2014.0,2014.0,0.317502877042,106219.0,0.809170481987,1.0,2014-01-01
Alpine,C-IV,JAN,2014,2014.0,2014.0,0.479099678457,149.0,0.837078651685,1.0,2014-01-01
Amador,C-IV,JAN,2014,2014.0,2014.0,0.450140668959,2880.0,0.840385176539,1.0,2014-01-01
Butte,C-IV,JAN,2014,2014.0,2014.0,0.415051294061,27471.0,0.876100267891,1.0,2014-01-01
Calaveras,C-IV,JAN,2014,2014.0,2014.0,0.449716789569,4208.0,0.831456233946,1.0,2014-01-01
Colusa,C-IV,JAN,2014,2014.0,2014.0,0.235586481113,1659.0,0.898213318896,1.0,2014-01-01
Contra Costa,CalWIN,JAN,2014,2014.0,2014.0,0.301034188824,58624.0,0.80901977561,1.0,2014-01-01
Del Norte,C-IV,JAN,2014,2014.0,2014.0,0.46950297409,4657.0,0.894029564216,1.0,2014-01-01
El Dorado,C-IV,JAN,2014,2014.0,2014.0,0.36011090054,10261.0,0.82596796265,1.0,2014-01-01
Fresno,CalWIN,JAN,2014,2014.0,2014.0,0.509355424791,187835.0,0.818410366343,1.0,2014-01-01
