,PART A:  APPLICATIONS FOR FOOD STAMPS,,,,,,,,,,"PART A:  APPLICATIONS FOR FOOD STAMPS, cont'd",,,,,PART B:  CERTIFIED CASELOAD MOVEMENT,,,,,,"PART B:  CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,"PART B:  CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,,,,"PART B:  CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,,,PART C:  RECERTIFICATIONS,,,,,,,,,,"PART C:  RECERTIFICATIONS, cont'd",,,,,,,,,
Santa Barbara,,733.0,1303.0,2036.0,1321.0,955.0,0.0,0.0,0.0,341.0,0.0,0.0,0.0,25.0,715.0,100.0,2437.0,635.0,308.0,3.0,0.0,624.0,17.0,3.0,311.0,9.0,315.0,3072.0,3013.0,14976.0,3.0,172.0,52.0,37.0,7.0,7.0,529.0,2543.0,-827.0,2306.0,1108.0,644.0,10.0,454.0,3414.0,3287.0,102.0,25.0,22.0,3392.0,149.0,146.0,2.0,1.0,209.0,3.0,3.0,149.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,224.0,215.0,9.0,0.0
Santa Clara,4.0,1133.0,3731.0,4864.0,3306.0,1894.0,1.0,1.0,4.0,761.0,0.0,0.0,0.0,647.0,1558.0,,8309.0,1760.0,655.0,16.0,2.0,1192.0,13.0,16.0,673.0,74.0,1013.0,10069.0,9931.0,48810.0,20.0,408.0,137.0,260.0,5.0,1.0,1122.0,8947.0,,8758.0,2294.0,1221.0,59.0,1014.0,11052.0,10601.0,244.0,207.0,1923.0,9129.0,702.0,695.0,5.0,0.0,627.0,16.0,9.0,700.0,2.0,0.0,0.0,29.0,0.0,0.0,2.0,1.0,681.0,652.0,29.0,0.0
Santa Cruz,,536.0,853.0,1389.0,984.0,563.0,0.0,0.0,60.0,346.0,0.0,0.0,0.0,15.0,405.0,,1108.0,298.0,144.0,0.0,1.0,411.0,1.0,6.0,145.0,2.0,151.0,1406.0,1372.0,8315.0,3.0,49.0,34.0,6.0,0.0,0.0,177.0,1229.0,,1896.0,645.0,418.0,3.0,224.0,2541.0,2445.0,96.0,0.0,465.0,2076.0,107.0,106.0,1.0,0.0,98.0,1.0,2.0,107.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,111.0,101.0,10.0,7.0
Shasta,,271.0,578.0,849.0,596.0,408.0,1.0,21.0,16.0,127.0,0.0,3.0,19.0,26.0,253.0,,1609.0,451.0,60.0,0.0,0.0,347.0,1.0,0.0,60.0,266.0,125.0,2060.0,2044.0,10443.0,0.0,80.0,16.0,0.0,7.0,0.0,369.0,1691.0,,2696.0,854.0,348.0,230.0,276.0,3550.0,3488.0,55.0,7.0,828.0,2722.0,117.0,108.0,3.0,0.0,196.0,6.0,0.0,111.0,6.0,0.0,0.0,71.0,0.0,0.0,6.0,5.0,273.0,202.0,71.0,3.0
Sierra,,4.0,6.0,10.0,9.0,9.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,25.0,5.0,5.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,30.0,30.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,,32.0,4.0,4.0,0.0,0.0,36.0,36.0,0.0,0.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siskiyou,,144.0,195.0,339.0,201.0,143.0,0.0,3.0,4.0,42.0,0.0,3.0,2.0,10.0,138.0,,429.0,131.0,24.0,0.0,0.0,119.0,0.0,0.0,24.0,55.0,52.0,560.0,556.0,3358.0,0.0,12.0,4.0,1.0,0.0,0.0,110.0,450.0,,985.0,250.0,119.0,52.0,79.0,1235.0,1228.0,6.0,1.0,219.0,1016.0,20.0,18.0,0.0,0.0,68.0,0.0,0.0,18.0,2.0,0.0,0.0,29.0,0.0,0.0,2.0,3.0,97.0,68.0,29.0,7.0
Solano,,223.0,1004.0,1227.0,1000.0,818.0,1.0,2.0,2.0,162.0,0.0,0.0,0.0,18.0,227.0,,2272.0,539.0,318.0,0.0,1.0,496.0,1.0,2.0,319.0,6.0,214.0,2811.0,2790.0,13270.0,0.0,38.0,19.0,23.0,7.0,2.0,402.0,2409.0,,2034.0,725.0,499.0,11.0,215.0,2759.0,2718.0,15.0,26.0,591.0,2168.0,116.0,116.0,0.0,0.0,126.0,1.0,1.0,116.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,134.0,128.0,6.0,0.0
Sonoma,,103.0,809.0,912.0,809.0,728.0,1.0,0.0,1.0,75.0,0.0,0.0,0.0,5.0,103.0,0.0,1531.0,337.0,160.0,1.0,0.0,565.0,0.0,2.0,161.0,8.0,168.0,1868.0,1867.0,10406.0,1.0,19.0,1.0,4.0,0.0,0.0,215.0,1653.0,,2385.0,787.0,567.0,7.0,213.0,3172.0,3151.0,17.0,4.0,697.0,2475.0,89.0,89.0,0.0,0.0,119.0,0.0,0.0,89.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,120.0,119.0,1.0,0.0
Stanislaus,,659.0,1346.0,2005.0,1420.0,836.0,7.0,13.0,50.0,498.0,0.0,0.0,2.0,34.0,585.0,,5416.0,506.0,266.0,0.0,0.0,567.0,3.0,0.0,266.0,12.0,228.0,5922.0,5877.0,33499.0,0.0,18.0,43.0,22.0,7.0,2.0,462.0,5460.0,,5756.0,800.0,570.0,11.0,219.0,6556.0,6440.0,89.0,27.0,596.0,5960.0,442.0,442.0,0.0,0.0,482.0,0.0,0.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.0,482.0,0.0,0.0
Sutter,,98.0,309.0,407.0,307.0,199.0,0.0,14.0,19.0,62.0,0.0,8.0,8.0,19.0,100.0,82.0,475.0,151.0,28.0,1.0,0.0,167.0,1.0,2.0,29.0,75.0,47.0,626.0,622.0,4349.0,0.0,12.0,4.0,2.0,6.0,0.0,130.0,496.0,145.0,1077.0,321.0,170.0,60.0,91.0,1398.0,1387.0,8.0,3.0,261.0,1137.0,40.0,28.0,0.0,0.0,104.0,1.0,0.0,28.0,12.0,0.0,0.0,70.0,0.0,0.0,12.0,0.0,175.0,105.0,70.0,2.0
Tehama,-4.0,166.0,275.0,441.0,295.0,185.0,4.0,39.0,29.0,69.0,2.0,7.0,3.0,9.0,146.0,,560.0,187.0,41.0,0.0,0.0,139.0,3.0,2.0,41.0,84.0,62.0,747.0,744.0,4542.0,0.0,15.0,2.0,4.0,4.0,1.0,122.0,625.0,,1035.0,313.0,144.0,68.0,101.0,1348.0,1332.0,12.0,4.0,290.0,1058.0,50.0,48.0,0.0,0.0,84.0,2.0,1.0,48.0,2.0,0.0,0.0,34.0,0.0,0.0,2.0,3.0,121.0,87.0,34.0,2.0
Trinity,,38.0,48.0,86.0,56.0,34.0,1.0,2.0,3.0,13.0,1.0,4.0,0.0,6.0,30.0,,107.0,27.0,12.0,0.0,0.0,22.0,0.0,0.0,12.0,5.0,10.0,134.0,134.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,95.0,,302.0,60.0,22.0,11.0,27.0,362.0,362.0,0.0,0.0,57.0,305.0,7.0,5.0,0.0,0.0,13.0,0.0,0.0,5.0,2.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,18.0,13.0,5.0,2.0
Tulare,,2226.0,2467.0,4693.0,2554.0,1827.0,0.0,0.0,7.0,454.0,0.0,0.0,0.0,266.0,2139.0,,7468.0,989.0,608.0,7.0,5.0,1156.0,33.0,18.0,620.0,0.0,369.0,8457.0,8343.0,49029.0,68.0,387.0,114.0,57.0,2.0,0.0,642.0,7815.0,,7488.0,1747.0,1207.0,0.0,540.0,9235.0,8981.0,207.0,47.0,1103.0,8132.0,601.0,595.0,3.0,2.0,419.0,9.0,16.0,600.0,1.0,0.0,0.0,20.0,0.0,4.0,1.0,0.0,468.0,444.0,24.0,0.0
Tuolumne,2.0,80.0,142.0,222.0,153.0,83.0,3.0,2.0,6.0,55.0,0.0,6.0,3.0,6.0,69.0,,277.0,80.0,14.0,0.0,0.0,69.0,0.0,0.0,14.0,31.0,35.0,357.0,357.0,2140.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,288.0,,439.0,166.0,69.0,40.0,57.0,605.0,605.0,0.0,0.0,143.0,462.0,15.0,15.0,0.0,0.0,40.0,0.0,0.0,15.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,84.0,40.0,44.0,1.0
Ventura,,559.0,1274.0,1833.0,1333.0,987.0,19.0,4.0,21.0,288.0,3.0,0.0,3.0,34.0,500.0,,3922.0,393.0,206.0,7.0,0.0,768.0,0.0,6.0,213.0,70.0,110.0,4315.0,4287.0,22420.0,2.0,6.0,26.0,4.0,22.0,2.0,357.0,3958.0,,4404.0,908.0,774.0,29.0,105.0,5312.0,5198.0,75.0,39.0,952.0,4360.0,248.0,235.0,8.0,0.0,136.0,0.0,1.0,243.0,3.0,2.0,0.0,39.0,0.0,0.0,5.0,0.0,176.0,137.0,39.0,1.0
Yolo,,139.0,330.0,469.0,362.0,340.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2.0,107.0,,1189.0,227.0,115.0,0.0,0.0,220.0,0.0,5.0,115.0,17.0,95.0,1416.0,1379.0,7696.0,4.0,80.0,35.0,20.0,30.0,2.0,186.0,1230.0,,1408.0,350.0,225.0,3.0,122.0,1758.0,1717.0,22.0,19.0,352.0,1406.0,94.0,93.0,0.0,1.0,87.0,0.0,3.0,94.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,91.0,90.0,1.0,0.0
Yuba,-2.0,70.0,351.0,421.0,352.0,231.0,0.0,0.0,17.0,73.0,0.0,0.0,9.0,22.0,69.0,,928.0,217.0,45.0,1.0,0.0,185.0,0.0,0.0,46.0,70.0,101.0,1145.0,1095.0,7029.0,8.0,190.0,50.0,0.0,8.0,0.0,161.0,984.0,,1255.0,360.0,185.0,61.0,114.0,1615.0,1520.0,87.0,8.0,301.0,1314.0,62.0,57.0,2.0,0.0,108.0,6.0,0.0,59.0,3.0,0.0,0.0,47.0,1.0,0.0,3.0,4.0,162.0,114.0,48.0,3.0
,a/  County not reporting data:  San Mateo.,,,,,,,,,,a/  County not reporting data:  San Mateo.,,,,,,,,,,,a/  County not reporting data:  San Mateo.,,,,,,,,a/  County not reporting data:  San Mateo.,,,,,,,,,,,a/  County not reporting data:  San Mateo.,,,,,,,,,,a/  County not reporting data:  San Mateo.,,,,,,,,,,a/  County not reporting data:  San Mateo.,,,,,,,,,
,"b/  Counties reporting revised data:  Nevada, San Joaquin, and San Luis Obispo.",,,,,,,,,,"b/  Counties reporting revised data:  Nevada, San Joaquin, and San Luis Obispo.",,,,,,,,,,,"b/  Counties reporting revised data:  Nevada, San Joaquin, and San Luis Obispo.",,,,,,,,"b/  Counties reporting revised data:  Nevada, San Joaquin, and San Luis Obispo.",,,,,,,,,,,"b/  Counties reporting revised data:  Nevada, San Joaquin, and San Luis Obispo.",,,,,,,,,,"b/  Counties reporting revised data:  Nevada, San Joaquin, and San Luis Obispo.",,,,,,,,,,"b/  Counties reporting revised data:  Nevada, San Joaquin, and San Luis Obispo.",,,,,,,,,
