,PART A:  APPLICATIONS FOR FOOD STAMPS,,,,,,,,,,"PART A:  APPLICATIONS FOR FOOD STAMPS, cont'd",,,,,PART B:  CERTIFIED CASELOAD MOVEMENT,,,,,,"PART B:  CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,"PART B:  CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,,,,"PART B:  CERTIFIED CASELOAD MOVEMENT, cont'd",,,,,,,,,,PART C:  RECERTIFICATIONS,,,,,,,,,,"PART C:  RECERTIFICATIONS, cont'd",,,,,,,,,
Santa Barbara,,706.0,1003.0,1709.0,976.0,694.0,0.0,0.0,1.0,261.0,0.0,0.0,0.0,20.0,733.0,214.0,2706.0,376.0,208.0,2.0,1.0,466.0,15.0,2.0,211.0,4.0,161.0,3082.0,3016.0,15576.0,1.0,174.0,57.0,40.0,16.0,9.0,745.0,2337.0,-626.0,2648.0,789.0,483.0,12.0,294.0,3437.0,3312.0,97.0,28.0,304.0,3133.0,147.0,145.0,2.0,0.0,187.0,4.0,4.0,147.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,211.0,195.0,16.0,0.0
Santa Clara,-23.0,1191.0,2651.0,3842.0,2713.0,1482.0,0.0,0.0,8.0,657.0,0.0,0.0,1.0,565.0,1129.0,,8907.0,1067.0,442.0,10.0,1.0,995.0,19.0,15.0,453.0,78.0,536.0,9974.0,9833.0,48632.0,21.0,422.0,140.0,272.0,2.0,1.0,1665.0,8309.0,,9094.0,1802.0,1029.0,48.0,725.0,10896.0,10430.0,248.0,218.0,2138.0,8758.0,542.0,530.0,10.0,2.0,539.0,12.0,10.0,542.0,0.0,0.0,0.0,20.0,0.0,2.0,0.0,0.0,583.0,561.0,22.0,0.0
Santa Cruz,,525.0,738.0,1263.0,727.0,416.0,0.0,0.0,34.0,262.0,0.0,0.0,2.0,13.0,536.0,,1137.0,184.0,95.0,2.0,1.0,315.0,0.0,3.0,98.0,3.0,83.0,1321.0,1299.0,7775.0,1.0,50.0,22.0,7.0,0.0,0.0,213.0,1108.0,,1934.0,471.0,318.0,8.0,145.0,2405.0,2325.0,80.0,0.0,509.0,1896.0,84.0,82.0,2.0,0.0,91.0,0.0,0.0,84.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,93.0,91.0,2.0,6.0
Shasta,,264.0,557.0,821.0,550.0,368.0,1.0,8.0,13.0,111.0,1.0,3.0,22.0,36.0,271.0,,1703.0,331.0,58.0,1.0,0.0,300.0,5.0,4.0,59.0,214.0,58.0,2034.0,2017.0,9662.0,0.0,92.0,17.0,0.0,8.0,0.0,425.0,1609.0,,2760.0,715.0,309.0,250.0,156.0,3475.0,3416.0,51.0,8.0,779.0,2696.0,108.0,97.0,1.0,0.0,202.0,3.0,4.0,98.0,10.0,0.0,0.0,61.0,0.0,0.0,10.0,7.0,270.0,209.0,61.0,6.0
Sierra,,2.0,11.0,13.0,9.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,,23.0,2.0,2.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,25.0,25.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,,27.0,6.0,6.0,0.0,0.0,33.0,33.0,0.0,0.0,1.0,32.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Siskiyou,,144.0,176.0,320.0,176.0,131.0,4.0,8.0,4.0,32.0,0.0,3.0,3.0,6.0,144.0,,456.0,102.0,22.0,0.0,0.0,109.0,0.0,0.0,22.0,44.0,36.0,558.0,554.0,3319.0,0.0,16.0,4.0,1.0,0.0,0.0,129.0,429.0,,973.0,208.0,109.0,56.0,43.0,1181.0,1170.0,10.0,1.0,196.0,985.0,28.0,27.0,0.0,0.0,71.0,0.0,0.0,27.0,1.0,0.0,0.0,34.0,0.0,0.0,1.0,2.0,105.0,71.0,34.0,5.0
Solano,,206.0,914.0,1120.0,897.0,723.0,0.0,0.0,1.0,148.0,0.0,0.0,0.0,25.0,223.0,,2363.0,466.0,311.0,0.0,2.0,406.0,1.0,3.0,313.0,5.0,148.0,2829.0,2808.0,13335.0,0.0,40.0,19.0,21.0,7.0,2.0,557.0,2272.0,,2120.0,543.0,410.0,10.0,123.0,2663.0,2625.0,15.0,23.0,629.0,2034.0,137.0,136.0,0.0,1.0,110.0,0.0,2.0,137.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,117.0,112.0,5.0,0.0
Sonoma,,126.0,608.0,734.0,631.0,567.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,7.0,103.0,,1613.0,234.0,139.0,0.0,0.0,424.0,1.0,3.0,139.0,4.0,91.0,1847.0,1844.0,10304.0,1.0,19.0,3.0,1.0,0.0,0.0,316.0,1531.0,,2549.0,582.0,428.0,6.0,148.0,3131.0,3113.0,17.0,1.0,746.0,2385.0,87.0,87.0,0.0,0.0,83.0,0.0,0.0,87.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,89.0,83.0,6.0,0.0
Stanislaus,,592.0,1121.0,1713.0,1054.0,590.0,9.0,8.0,45.0,389.0,0.0,0.0,2.0,28.0,659.0,,5363.0,420.0,223.0,3.0,0.0,360.0,4.0,0.0,226.0,5.0,189.0,5783.0,5738.0,32773.0,0.0,19.0,43.0,24.0,8.0,2.0,367.0,5416.0,,5613.0,569.0,364.0,11.0,194.0,6182.0,6054.0,98.0,30.0,426.0,5756.0,412.0,407.0,5.0,0.0,458.0,2.0,0.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,460.0,0.0,0.0
Sutter,,97.0,245.0,342.0,244.0,159.0,2.0,10.0,8.0,56.0,0.0,9.0,7.0,14.0,98.0,,412.0,122.0,33.0,0.0,0.0,124.0,1.0,1.0,33.0,73.0,16.0,534.0,531.0,4249.0,0.0,13.0,3.0,1.0,2.0,0.0,141.0,393.0,,941.0,276.0,126.0,76.0,74.0,1217.0,1205.0,10.0,2.0,285.0,932.0,26.0,16.0,0.0,0.0,82.0,3.0,0.0,16.0,10.0,0.0,0.0,48.0,0.0,0.0,10.0,0.0,133.0,85.0,48.0,2.0
Tehama,-1.0,130.0,233.0,363.0,193.0,119.0,7.0,9.0,15.0,42.0,0.0,5.0,9.0,8.0,170.0,,608.0,117.0,37.0,0.0,0.0,82.0,0.0,0.0,37.0,54.0,26.0,725.0,721.0,4413.0,0.0,11.0,3.0,4.0,4.0,1.0,165.0,560.0,,1068.0,233.0,82.0,86.0,65.0,1301.0,1289.0,8.0,4.0,266.0,1035.0,42.0,40.0,0.0,0.0,70.0,0.0,0.0,40.0,2.0,0.0,0.0,25.0,0.0,0.0,2.0,2.0,95.0,70.0,25.0,3.0
Trinity,,31.0,51.0,82.0,44.0,33.0,1.0,5.0,4.0,6.0,0.0,2.0,0.0,1.0,38.0,,103.0,24.0,10.0,0.0,0.0,23.0,0.0,0.0,10.0,6.0,8.0,127.0,127.0,749.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,107.0,,303.0,49.0,23.0,6.0,20.0,352.0,352.0,0.0,0.0,50.0,302.0,7.0,7.0,0.0,0.0,17.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,23.0,17.0,6.0,0.0
Tulare,,2235.0,2230.0,4465.0,2239.0,1592.0,0.0,0.0,7.0,435.0,0.0,0.0,0.0,205.0,2226.0,,7115.0,1161.0,497.0,3.0,1.0,1059.0,20.0,12.0,501.0,0.0,660.0,8276.0,8172.0,47065.0,54.0,382.0,102.0,47.0,130.0,2.0,808.0,7468.0,,6754.0,1877.0,1091.0,0.0,786.0,8631.0,8407.0,184.0,40.0,1143.0,7488.0,566.0,561.0,2.0,3.0,394.0,11.0,12.0,566.0,0.0,0.0,0.0,19.0,0.0,4.0,0.0,0.0,440.0,417.0,23.0,0.0
Tuolumne,,81.0,140.0,221.0,143.0,80.0,0.0,2.0,6.0,51.0,0.0,5.0,2.0,4.0,78.0,,288.0,71.0,11.0,0.0,0.0,69.0,0.0,0.0,11.0,38.0,22.0,359.0,359.0,2089.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,277.0,,475.0,120.0,69.0,16.0,35.0,595.0,595.0,0.0,0.0,156.0,439.0,11.0,10.0,0.0,0.0,31.0,0.0,0.0,10.0,1.0,0.0,0.0,26.0,0.0,0.0,1.0,0.0,57.0,31.0,26.0,0.0
Ventura,,561.0,1259.0,1820.0,1261.0,894.0,3.0,5.0,31.0,291.0,9.0,1.0,2.0,43.0,559.0,,4010.0,372.0,187.0,2.0,0.0,695.0,10.0,0.0,189.0,63.0,120.0,4382.0,4355.0,23180.0,3.0,6.0,26.0,4.0,23.0,1.0,460.0,3922.0,,4437.0,835.0,705.0,17.0,113.0,5272.0,5157.0,81.0,34.0,868.0,4404.0,235.0,233.0,2.0,0.0,137.0,2.0,0.0,235.0,0.0,0.0,0.0,29.0,1.0,1.0,0.0,0.0,170.0,139.0,31.0,0.0
Yolo,,139.0,280.0,419.0,280.0,261.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,139.0,,1240.0,162.0,49.0,1.0,0.0,208.0,0.0,3.0,50.0,17.0,95.0,1402.0,1365.0,7558.0,4.0,77.0,34.0,25.0,34.0,3.0,213.0,1189.0,,1418.0,337.0,211.0,2.0,124.0,1755.0,1711.0,22.0,22.0,347.0,1408.0,80.0,80.0,0.0,0.0,84.0,1.0,3.0,80.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,90.0,88.0,2.0,0.0
Yuba,-2.0,85.0,319.0,404.0,332.0,213.0,0.0,1.0,18.0,71.0,1.0,0.0,10.0,20.0,72.0,,965.0,198.0,44.0,1.0,0.0,166.0,2.0,0.0,45.0,90.0,63.0,1163.0,1110.0,7032.0,9.0,198.0,53.0,0.0,8.0,0.0,235.0,928.0,,1249.0,369.0,168.0,106.0,95.0,1618.0,1513.0,97.0,8.0,363.0,1255.0,56.0,47.0,1.0,0.0,102.0,11.0,0.0,48.0,8.0,0.0,0.0,37.0,0.0,0.0,8.0,4.0,150.0,113.0,37.0,5.0
,a/  County not reporting data:  San Mateo.,,,,,,,,,,a/  County not reporting data:  San Mateo.,,,,,,,,,,,a/  County not reporting data:  San Mateo.,,,,,,,,a/  County not reporting data:  San Mateo.,,,,,,,,,,,a/  County not reporting data:  San Mateo.,,,,,,,,,,a/  County not reporting data:  San Mateo.,,,,,,,,,,a/  County not reporting data:  San Mateo.,,,,,,,,,
,"b/  Counties now reporting data:  Alameda, Alpine, Marin, and San Benito.",,,,,,,,,,"b/  Counties now reporting data:  Alameda, Alpine, Marin, and San Benito.",,,,,,,,,,,"b/  Counties now reporting data:  Alameda, Alpine, Marin, and San Benito.",,,,,,,,"b/  Counties now reporting data:  Alameda, Alpine, Marin, and San Benito.",,,,,,,,,,,"b/  Counties now reporting data:  Alameda, Alpine, Marin, and San Benito.",,,,,,,,,,"b/  Counties now reporting data:  Alameda, Alpine, Marin, and San Benito.",,,,,,,,,,"b/  Counties now reporting data:  Alameda, Alpine, Marin, and San Benito.",,,,,,,,,
,"c/  Counties reporting revised data:  Merced, Nevada, Sacramento, San Diego, San Joaquin, and San Luis Obispo.",,,,,,,,,,"c/  Counties reporting revised data:  Merced, Nevada, Sacramento, San Diego, San Joaquin, and San Luis Obispo.",,,,,,,,,,,"c/  Counties reporting revised data:  Merced, Nevada, Sacramento, San Diego, San Joaquin, and San Luis Obispo.",,,,,,,,"c/  Counties reporting revised data:  Merced, Nevada, Sacramento, San Diego, San Joaquin, and San Luis Obispo.",,,,,,,,,,,"c/  Counties reporting revised data:  Merced, Nevada, Sacramento, San Diego, San Joaquin, and San Luis Obispo.",,,,,,,,,,"c/  Counties reporting revised data:  Merced, Nevada, Sacramento, San Diego, San Joaquin, and San Luis Obispo.",,,,,,,,,,"c/  Counties reporting revised data:  Merced, Nevada, Sacramento, San Diego, San Joaquin, and San Luis Obispo.",,,,,,,,,
