county,consortium,month,year,federal_fiscal_year,state_fiscal_year,qtr_medical_rcv_calfresh_pct,qtr_calfresh_persons_rcv_medical,qtr_calfresh_persons_rcv_medical_pct,quarter,fulldate,ann_calfresh_hh_sfy_avg,ann_calfresh_hh_cy_avg,ann_calfresh_persons_sfy_avg,ann_calfresh_persons_cy_avg,ann_elderly,ann_children,ann_child_only_hh,ann_esl,ann_wic_calfresh_reachable,ann_calfresh_in_wic,ann_tot_pop,ann_elderly_over60,ann_children_under18,ann_tot_esl_over5,ann_tot_ssi_recipients,unemployment_pct,ann_calfresh_eligibles,mth_calfresh_hh,mth_calfresh_persons,mth_medical_enrollment,mth_timeliness_30d_pct,mth_timeliness_exp_pct,mth_negative_error_completed_cases,mth_negative_error_pct,mth_active_error_rate_pct,pri_est_frequency,calfresh_persons_cy_avg,calfresh_eligibles,five_yr_est_range,pri_us_census_est_pct,qtr_timeliness_exp_pct,qtr_30d_churn_reapps_pct,qtr_90d_churn_reapps_pct,qtr_30d_churn_recerts_pct,qtr_90d_churn_recerts_pct
Mono,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,520.0,856.0,3596.0,0.9615,\N,100.0,0.28,0.0263,,,,,,,,,,
Monterey,C-IV,JUL,2015,2015.0,2016.0,0.286257865402,50179.0,0.9601247536499999,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,22745.0,50601.0,171822.0,1.0,\N,17.0,0.294,0.0532,,,,,,,,,,
Napa,C-IV,JUL,2015,2015.0,2016.0,0.222724157268,7149.0,0.9394218134029999,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,3632.0,7444.0,31510.0,0.9699,\N,100.0,0.28,0.0263,,,,,,,,,,
Nevada,C-IV,JUL,2015,2015.0,2016.0,0.301546705639,7428.0,0.925607476636,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,4272.0,7776.0,24184.0,1.0,\N,100.0,0.28,0.0263,,,,,,,,,,
Orange,CalWIN,JUL,2015,2015.0,2016.0,0.272111010112,240083.0,0.9163228463359999,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,123718.0,257750.0,864479.0,0.9867,\N,24.0,0.458,0.0404,,,,,,,,,,
Placer,CalWIN,JUL,2015,2015.0,2016.0,0.254301920969,16005.0,0.880120978829,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,9410.0,18190.0,62234.0,0.9466,\N,100.0,0.28,0.0263,,,,,,,,,,
Plumas,C-IV,JUL,2015,2015.0,2016.0,0.319938440492,1871.0,0.91357421875,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,1061.0,1993.0,5723.0,1.0,\N,100.0,0.28,0.0263,,,,,,,,,,
Riverside,C-IV,JUL,2015,2015.0,2016.0,0.33682152073399996,272140.0,0.8940357101790001,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,129532.0,295239.0,797759.0,0.9985,\N,81.0,0.148,0.0561,,,,,,,,,,
Sacramento,CalWIN,JUL,2015,2015.0,2016.0,0.381307741069,206326.0,0.920473607195,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,105023.0,219932.0,533138.0,0.9894,\N,22.0,0.591,0.0025,,,,,,,,,,
San Benito,C-IV,JUL,2015,2015.0,2016.0,0.320638552904,5885.0,0.94675032175,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Benito,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,2702.0,5988.0,17842.0,0.9908,\N,100.0,0.28,0.0263,,,,,,,,,,
San Bernardino,C-IV,JUL,2015,2015.0,2016.0,0.430336567086,368622.0,0.904762606032,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Bernardino,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,181362.0,403228.0,845971.0,0.9995,\N,92.0,0.098,0.0339,,,,,,,,,,
San Diego,CalWIN,JUL,2015,2015.0,2016.0,0.309299631458,268057.0,0.8904808570720001,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Diego,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,143440.0,291188.0,851874.0,0.9515,\N,39.0,0.462,0.0108,,,,,,,,,,
San Francisco,CalWIN,JUL,2015,2015.0,2016.0,0.208564962317,47460.0,0.876761929394,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,34244.0,52180.0,222391.0,0.9668,\N,8.0,0.75,0.0756,,,,,,,,,,
San Joaquin,C-IV,JUL,2015,2015.0,2016.0,0.404481590303,118666.0,0.950697003685,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Joaquin,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,53401.0,122077.0,290129.0,0.992,\N,28.0,0.071,0.0259,,,,,,,,,,
San Luis Obispo,CalWIN,JUL,2015,2015.0,2016.0,0.289852960228,17899.0,0.9293836647799999,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Luis Obispo,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,10090.0,18642.0,60449.0,0.9646,\N,100.0,0.28,0.0263,,,,,,,,,,
San Mateo,CalWIN,JUL,2015,2015.0,2016.0,0.192083188372,29814.0,0.913251240581,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Mateo,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,16305.0,31752.0,152671.0,0.988,\N,100.0,0.28,0.0263,,,,,,,,,,
Santa Barbara,CalWIN,JUL,2015,2015.0,2016.0,0.261756844352,35940.0,0.948835735783,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Barbara,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,17002.0,36443.0,134769.0,0.9645,\N,100.0,0.28,0.0263,,,,,,,,,,
Santa Clara,CalWIN,JUL,2015,2015.0,2016.0,0.23871847400199997,105224.0,0.937950706422,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Clara,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,55399.0,110974.0,434587.0,0.98,\N,11.0,0.455,0.018,,,,,,,,,,
Santa Cruz,CalWIN,JUL,2015,2015.0,2016.0,0.30859424838599997,24187.0,0.9273800851189999,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santa Cruz,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,13892.0,25934.0,77000.0,0.9731,\N,100.0,0.28,0.0263,,,,,,,,,,
Shasta,C-IV,JUL,2015,2015.0,2016.0,0.37084687612899997,24645.0,0.942699766668,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shasta,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,13115.0,25293.0,64849.0,0.9668,\N,100.0,0.28,0.0263,,,,,,,,,,
Sierra,C-IV,JUL,2015,2015.0,2016.0,0.356886227545,298.0,0.897590361446,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,171.0,317.0,815.0,1.0,\N,100.0,0.28,0.0263,,,,,,,,,,
Siskiyou,C-IV,JUL,2015,2015.0,2016.0,0.392584514722,6840.0,0.954241071429,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siskiyou,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,3250.0,6992.0,17030.0,0.9854,\N,100.0,0.28,0.0263,,,,,,,,,,
Solano,CalWIN,JUL,2015,2015.0,2016.0,0.34627267620499996,41917.0,0.915078481455,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solano,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,23149.0,44119.0,118008.0,0.9752,\N,4.0,0.75,0.0207,,,,,,,,,,
Sonoma,CalWIN,JUL,2015,2015.0,2016.0,0.278755041936,34831.0,0.923409331919,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sonoma,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,20183.0,36183.0,123126.0,0.925,\N,100.0,0.28,0.0263,,,,,,,,,,
Stanislaus,C-IV,JUL,2015,2015.0,2016.0,0.385732783385,89966.0,0.94178609189,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanislaus,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,43553.0,92572.0,230211.0,0.9917,\N,20.0,0.1,0.0154,,,,,,,,,,
Sutter,C-IV,JUL,2015,2015.0,2016.0,0.30838005026099996,12762.0,0.9548821548819999,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sutter,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,5712.0,13236.0,40564.0,0.9787,\N,100.0,0.28,0.0263,,,,,,,,,,
Tehama,C-IV,JUL,2015,2015.0,2016.0,0.38333212446500003,10570.0,0.964504060589,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tehama,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,4816.0,10543.0,26942.0,0.9548,\N,100.0,0.28,0.0263,,,,,,,,,,
Trinity,C-IV,JUL,2015,2015.0,2016.0,0.349442379182,1786.0,0.93410041841,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,1035.0,1867.0,5023.0,0.9836,\N,100.0,0.28,0.0263,,,,,,,,,,
Tulare,CalWIN,JUL,2015,2015.0,2016.0,0.48454783213799996,121167.0,0.951269489849,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tulare,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,52900.0,123955.0,245243.0,0.991,\N,9.0,0.333,0.0319,,,,,,,,,,
Tuolumne,C-IV,JUL,2015,2015.0,2016.0,0.376343354646,5533.0,0.9433930093780001,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuolumne,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,3156.0,5603.0,14409.0,0.8767,\N,100.0,0.28,0.0263,,,,,,,,,,
Ventura,CalWIN,JUL,2015,2015.0,2016.0,0.307755912022,70718.0,0.9074554087000001,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ventura,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,37333.0,75003.0,226602.0,0.9783,\N,10.0,0.4,0.0681,,,,,,,,,,
Yolo,CalWIN,JUL,2015,2015.0,2016.0,0.334010746762,19394.0,0.916497329994,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yolo,CalWIN,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,10254.0,20610.0,56786.0,0.9476,\N,100.0,0.28,0.0263,,,,,,,,,,
Yuba,C-IV,JUL,2015,2015.0,2016.0,0.423595505618,13195.0,0.94689630427,3.0,2015-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yuba,C-IV,JUL,2015,2015.0,2015/16,,,,3.0,2015-07-01,,,,,,,,,,,,,,,,,,6306.0,13621.0,30677.0,1.0,\N,100.0,0.28,0.0263,,,,,,,,,,
California,n/a,OCT,2015,2016.0,2016.0,0.314256774192,4162671.0,0.9104408014700002,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California,n/a,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,2148157.0,4488298.0,13134343.0,0.9702,\N,67.0,0.284,0.0494,,,,,,,,,,
Alameda,CalWIN,OCT,2015,2016.0,2016.0,0.25903784779,114524.0,0.91125663407,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alameda,CalWIN,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,62653.0,121539.0,434830.0,0.8561,\N,3.0,0.667,0.0,,,,,,,,,,
Alpine,C-IV,OCT,2015,2016.0,2016.0,0.42162162162199995,156.0,0.962962962963,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpine,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,98.0,164.0,362.0,1.0,\N,12.0,0.167,0.0,,,,,,,,,,
Amador,C-IV,OCT,2015,2016.0,2016.0,0.386537295331,3187.0,0.90771859869,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amador,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,1780.0,3440.0,8057.0,0.9765,\N,12.0,0.167,0.0,,,,,,,,,,
Butte,C-IV,OCT,2015,2016.0,2016.0,0.3713510889,31358.0,0.940580101383,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,16800.0,32287.0,82815.0,0.8198,\N,12.0,0.167,0.0,,,,,,,,,,
Calaveras,C-IV,OCT,2015,2016.0,2016.0,0.41573495560699997,5057.0,0.919621749409,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calaveras,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,2909.0,5406.0,11905.0,1.0,\N,12.0,0.167,0.0,,,,,,,,,,
Colusa,C-IV,OCT,2015,2016.0,2016.0,0.15025041736199998,1350.0,0.9719222462200001,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colusa,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,589.0,1319.0,8723.0,1.0,\N,12.0,0.167,0.0,,,,,,,,,,
Contra Costa,CalWIN,OCT,2015,2016.0,2016.0,0.249859837228,68186.0,0.924618618211,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Contra Costa,CalWIN,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,35848.0,71977.0,268970.0,0.9543,\N,1.0,1.0,0.0208,,,,,,,,,,
Del Norte,C-IV,OCT,2015,2016.0,2016.0,0.427939211757,5125.0,0.9635269787549999,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Del Norte,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,2573.0,5281.0,11724.0,1.0,\N,12.0,0.167,0.0,,,,,,,,,,
El Dorado,C-IV,OCT,2015,2016.0,2016.0,0.32382185396200003,12506.0,0.915519765739,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Dorado,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,7287.0,13063.0,38204.0,0.9973,\N,12.0,0.167,0.0,,,,,,,,,,
Fresno,CalWIN,OCT,2015,2016.0,2016.0,0.465352098605,223584.0,0.9355370517589999,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresno,CalWIN,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,97917.0,227643.0,478594.0,0.935,\N,3.0,0.667,0.0464,,,,,,,,,,
Glenn,C-IV,OCT,2015,2016.0,2016.0,0.296237853999,3567.0,0.963793569306,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Glenn,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,1504.0,3551.0,11845.0,1.0,\N,12.0,0.167,0.0,,,,,,,,,,
Humboldt,C-IV,OCT,2015,2016.0,2016.0,0.379425453991,19891.0,0.911427785924,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Humboldt,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,12380.0,21435.0,51896.0,0.9986,\N,12.0,0.167,0.0,,,,,,,,,,
Imperial,C-IV,OCT,2015,2016.0,2016.0,0.464357541899,43638.0,0.9571835928929999,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Imperial,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,17814.0,44547.0,92777.0,0.9762,\N,12.0,0.167,0.0,,,,,,,,,,
Inyo,C-IV,OCT,2015,2016.0,2016.0,0.353062274833,2058.0,0.9479502533390001,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inyo,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,1080.0,2138.0,5635.0,1.0,\N,12.0,0.167,0.0,,,,,,,,,,
Kern,C-IV,OCT,2015,2016.0,2016.0,0.39603803247,157197.0,0.9446935096150001,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kern,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,69411.0,161315.0,392161.0,0.9962,\N,2.0,0.5,0.0,,,,,,,,,,
Kings,C-IV,OCT,2015,2016.0,2016.0,0.42152025425399997,24006.0,0.9551965621520001,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kings,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,10733.0,24665.0,56104.0,1.0,\N,12.0,0.167,0.0,,,,,,,,,,
Lake,C-IV,OCT,2015,2016.0,2016.0,0.418646875199,13143.0,0.8646141701200001,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,7319.0,14694.0,30612.0,0.9889,\N,12.0,0.167,0.0,,,,,,,,,,
Lassen,C-IV,OCT,2015,2016.0,2016.0,0.386485475626,3100.0,0.934016269961,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lassen,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,1520.0,3144.0,7812.0,0.7705,\N,12.0,0.167,0.0,,,,,,,,,,
Los Angeles,LRS,OCT,2015,2016.0,2016.0,0.263981391703,1030487.0,0.874006605385,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,LRS,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,584840.0,1176870.0,3904313.0,0.9652,\N,10.0,0.5,0.022,,,,,,,,,,
Madera,C-IV,OCT,2015,2016.0,2016.0,0.414327811633,28964.0,0.961524416559,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madera,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,12081.0,29653.0,69686.0,1.0,\N,12.0,0.167,0.0,,,,,,,,,,
Marin,C-IV,OCT,2015,2016.0,2016.0,0.233214517901,10403.0,0.937629562866,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marin,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,6508.0,10717.0,43873.0,1.0,\N,12.0,0.167,0.0,,,,,,,,,,
Mariposa,C-IV,OCT,2015,2016.0,2016.0,0.41441255420199996,2007.0,0.947592067989,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mariposa,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,1103.0,2075.0,4771.0,0.9762,\N,12.0,0.167,0.0,,,,,,,,,,
Mendocino,C-IV,OCT,2015,2016.0,2016.0,0.312681439907,12925.0,0.933887283237,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mendocino,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,7127.0,13395.0,40460.0,0.9907,\N,12.0,0.167,0.0,,,,,,,,,,
Merced,C-IV,OCT,2015,2016.0,2016.0,0.414365516993,57487.0,0.9661355920810001,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Merced,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,25121.0,57934.0,137647.0,0.9963,\N,1.0,0.0,0.0,,,,,,,,,,
Modoc,C-IV,OCT,2015,2016.0,2016.0,0.301969365427,966.0,0.9536031589339999,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modoc,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,445.0,972.0,3119.0,0.9231,\N,12.0,0.167,0.0,,,,,,,,,,
Mono,C-IV,OCT,2015,2016.0,2016.0,0.188786565547,697.0,0.874529485571,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mono,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,456.0,768.0,3659.0,1.0,\N,12.0,0.167,0.0,,,,,,,,,,
Monterey,C-IV,OCT,2015,2016.0,2016.0,0.27500140726100003,48854.0,0.9606150579070001,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monterey,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,21738.0,48021.0,174535.0,1.0,\N,1.0,0.0,0.1408,,,,,,,,,,
Napa,C-IV,OCT,2015,2016.0,2016.0,0.223548747209,7209.0,0.940877055599,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Napa,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,3600.0,7414.0,31837.0,0.9716,\N,12.0,0.167,0.0,,,,,,,,,,
Nevada,C-IV,OCT,2015,2016.0,2016.0,0.298361575131,7448.0,0.9279840518320001,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nevada,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,4334.0,7833.0,24631.0,1.0,\N,12.0,0.167,0.0,,,,,,,,,,
Orange,CalWIN,OCT,2015,2016.0,2016.0,0.268724604081,243174.0,0.921843429078,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange,CalWIN,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,125010.0,260178.0,889602.0,0.9872,\N,5.0,0.4,0.0259,,,,,,,,,,
Placer,CalWIN,OCT,2015,2016.0,2016.0,0.248839861877,15926.0,0.8807654020569999,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Placer,CalWIN,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,9366.0,18090.0,63581.0,0.967,\N,12.0,0.167,0.0,,,,,,,,,,
Plumas,C-IV,OCT,2015,2016.0,2016.0,0.31276203253400003,1865.0,0.894055608821,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plumas,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,1078.0,2010.0,5864.0,0.9767,\N,12.0,0.167,0.0,,,,,,,,,,
Riverside,C-IV,OCT,2015,2016.0,2016.0,0.33666904145900006,275502.0,0.892109021083,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside,C-IV,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,132172.0,299730.0,812475.0,0.9948,\N,5.0,0.2,0.062,,,,,,,,,,
Sacramento,CalWIN,OCT,2015,2016.0,2016.0,0.37485195241400004,206672.0,0.924545605017,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sacramento,CalWIN,OCT,2015,2016.0,2015/16,,,,4.0,2015-10-01,,,,,,,,,,,,,,,,,,105259.0,220373.0,544532.0,0.9816,\N,4.0,0.0,0.0636,,,,,,,,,,
San Benito,C-IV,OCT,2015,2016.0,2016.0,0.31476774995900003,5821.0,0.945735174655,4.0,2015-10-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
