August 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART A.  ,,,,,,PART A.  ,,,,,,PART A.  ,,,,,,PART A.  ,,,,Part B,,Part B,,,,,,Part B,,,,,,Part B,,,,PART C,,PART C,,,,,,PART C,,,,,,PART C,,,,,,PART C,,,,,,,,PART C,,,,,,,,PART C,,,PART C,,,,,,,,PART C,,,,,,,,PART C,,,,PART D,,,,PART D,,,,,,,,PART D,,,PART D,,,,,,,,PART D,
Los Angeles,37082.0,7011.0,36871.0,26687.0,219.0,1044.0,1263.0,15.0,8650.0,8665.0,1.0,3288.0,3289.0,14.0,5362.0,5376.0,4.0,367.0,371.0,0.0,1519.0,1519.0,2353.0,34513.0,36866.0,1604.0,16442.0,18046.0,1065.0,13918.0,14983.0,123.0,769.0,892.0,416.0,1755.0,2171.0,749.0,18071.0,18820.0,82954.0,460719.0,543673.0,84199.0,455365.0,539564.0,-1245.0,5354.0,4109.0,4997.0,32524.0,37521.0,2342.0,45.0,2.0,23720.0,286.0,292.0,2389.0,24298.0,26687.0,657.0,-657.0,0.0,169.0,58.0,227.0,225.0,1167.0,1392.0,1557.0,7658.0,9215.0,87951.0,493243.0,581194.0,85632.0,483699.0,569331.0,1140432.0,685.0,9574.0,2286.0,5780.0,8066.0,4308.0,559.0,33.0,3764.0,3797.0,6269.0,52301.0,58570.0,78.0,244.0,322.0,81682.0,440942.0,522624.0,4894.0,15478.0,20372.0,4582.0,168.0,1.0,14369.0,241.0,99.0,4751.0,14709.0,19460.0,139.0,4.0,0.0,738.0,28.0,3.0,143.0,769.0,912.0,0.0,0.0,0.0,
Madera,798.0,112.0,743.0,476.0,2.0,3.0,5.0,0.0,240.0,240.0,0.0,113.0,113.0,0.0,127.0,127.0,0.0,3.0,3.0,0.0,27.0,27.0,29.0,713.0,742.0,17.0,293.0,310.0,17.0,280.0,297.0,0.0,6.0,6.0,0.0,7.0,7.0,12.0,420.0,432.0,1646.0,9474.0,11120.0,1646.0,9474.0,11120.0,0.0,0.0,0.0,36.0,743.0,779.0,33.0,0.0,0.0,441.0,2.0,0.0,33.0,443.0,476.0,-35.0,35.0,0.0,4.0,23.0,27.0,8.0,84.0,92.0,26.0,158.0,184.0,1682.0,10217.0,11899.0,1673.0,10155.0,11828.0,28547.0,1.0,65.0,8.0,56.0,64.0,8.0,2.0,1.0,6.0,7.0,100.0,716.0,816.0,0.0,0.0,0.0,1582.0,9501.0,11083.0,106.0,502.0,608.0,104.0,1.0,0.0,494.0,3.0,0.0,105.0,497.0,602.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,6.0,0.0,0.0,0.0,
Marin,538.0,128.0,545.0,354.0,1.0,5.0,6.0,0.0,167.0,167.0,0.0,73.0,73.0,0.0,94.0,94.0,0.0,0.0,0.0,0.0,24.0,24.0,11.0,534.0,545.0,9.0,218.0,227.0,8.0,198.0,206.0,1.0,14.0,15.0,0.0,6.0,6.0,2.0,316.0,318.0,558.0,5305.0,5863.0,558.0,5305.0,5863.0,0.0,0.0,0.0,19.0,511.0,530.0,13.0,1.0,1.0,321.0,13.0,5.0,15.0,339.0,354.0,-11.0,11.0,0.0,0.0,12.0,12.0,2.0,33.0,35.0,13.0,116.0,129.0,577.0,5816.0,6393.0,542.0,5522.0,6064.0,10069.0,5.0,300.0,32.0,220.0,252.0,68.0,24.0,3.0,74.0,77.0,37.0,611.0,648.0,0.0,0.0,0.0,540.0,5205.0,5745.0,40.0,241.0,281.0,38.0,2.0,0.0,222.0,13.0,3.0,40.0,238.0,278.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,
Mariposa,72.0,11.0,83.0,44.0,0.0,3.0,3.0,0.0,33.0,33.0,0.0,13.0,13.0,0.0,20.0,20.0,0.0,1.0,1.0,0.0,6.0,6.0,1.0,82.0,83.0,1.0,34.0,35.0,1.0,31.0,32.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,48.0,48.0,108.0,924.0,1032.0,108.0,924.0,1032.0,0.0,0.0,0.0,-7.0,75.0,68.0,1.0,0.0,0.0,43.0,0.0,0.0,1.0,43.0,44.0,-9.0,9.0,0.0,1.0,5.0,6.0,0.0,5.0,5.0,0.0,13.0,13.0,101.0,999.0,1100.0,100.0,995.0,1095.0,2014.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,3.0,74.0,77.0,0.0,0.0,0.0,98.0,925.0,1023.0,6.0,45.0,51.0,6.0,0.0,0.0,45.0,0.0,0.0,6.0,45.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mendocino,632.0,61.0,584.0,460.0,2.0,29.0,31.0,1.0,102.0,103.0,1.0,52.0,53.0,0.0,50.0,50.0,0.0,6.0,6.0,0.0,21.0,21.0,18.0,565.0,583.0,6.0,279.0,285.0,6.0,270.0,276.0,0.0,4.0,4.0,0.0,5.0,5.0,12.0,286.0,298.0,561.0,5648.0,6209.0,561.0,5648.0,6209.0,0.0,0.0,0.0,24.0,631.0,655.0,20.0,0.0,0.0,439.0,1.0,0.0,20.0,440.0,460.0,-21.0,21.0,0.0,1.0,6.0,7.0,9.0,77.0,86.0,15.0,87.0,102.0,585.0,6279.0,6864.0,581.0,6230.0,6811.0,12700.0,4.0,42.0,4.0,40.0,44.0,10.0,1.0,0.0,9.0,9.0,31.0,645.0,676.0,0.0,0.0,0.0,554.0,5634.0,6188.0,28.0,209.0,237.0,27.0,1.0,0.0,205.0,1.0,0.0,28.0,206.0,234.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,
Merced,1756.0,273.0,1774.0,1007.0,4.0,82.0,86.0,0.0,604.0,604.0,0.0,265.0,265.0,0.0,339.0,339.0,0.0,50.0,50.0,0.0,163.0,163.0,59.0,1714.0,1773.0,35.0,627.0,662.0,33.0,602.0,635.0,2.0,11.0,13.0,0.0,14.0,14.0,24.0,1087.0,1111.0,3805.0,19253.0,23058.0,3805.0,19253.0,23058.0,0.0,0.0,0.0,104.0,1666.0,1770.0,68.0,1.0,0.0,933.0,4.0,1.0,69.0,938.0,1007.0,-89.0,89.0,0.0,14.0,35.0,49.0,29.0,192.0,221.0,81.0,412.0,493.0,3909.0,20919.0,24828.0,3882.0,20822.0,24704.0,56829.0,5.0,117.0,27.0,83.0,110.0,11.0,4.0,0.0,14.0,14.0,197.0,1816.0,2013.0,0.0,0.0,0.0,3712.0,19103.0,22815.0,264.0,982.0,1246.0,260.0,2.0,0.0,957.0,7.0,0.0,262.0,964.0,1226.0,2.0,0.0,0.0,18.0,0.0,0.0,2.0,18.0,20.0,0.0,0.0,0.0,
Modoc,43.0,2.0,40.0,26.0,0.0,1.0,1.0,0.0,12.0,12.0,0.0,1.0,1.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,38.0,40.0,0.0,22.0,22.0,0.0,20.0,20.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,16.0,18.0,67.0,424.0,491.0,67.0,424.0,491.0,0.0,0.0,0.0,7.0,34.0,41.0,2.0,0.0,0.0,24.0,0.0,0.0,2.0,24.0,26.0,3.0,-3.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,10.0,11.0,74.0,458.0,532.0,72.0,457.0,529.0,1090.0,0.0,3.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,37.0,0.0,0.0,0.0,70.0,425.0,495.0,2.0,13.0,15.0,2.0,0.0,0.0,13.0,0.0,0.0,2.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Mono,39.0,8.0,42.0,24.0,0.0,0.0,0.0,0.0,16.0,16.0,0.0,4.0,4.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,42.0,42.0,0.0,14.0,14.0,0.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,13.0,409.0,422.0,13.0,409.0,422.0,0.0,0.0,0.0,3.0,37.0,40.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,24.0,24.0,1.0,-1.0,0.0,1.0,1.0,2.0,1.0,4.0,5.0,0.0,9.0,9.0,16.0,446.0,462.0,16.0,443.0,459.0,807.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,42.0,44.0,0.0,0.0,0.0,14.0,404.0,418.0,0.0,17.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Monterey,2022.0,471.0,1867.0,1127.0,0.0,9.0,9.0,1.0,633.0,634.0,1.0,418.0,419.0,0.0,215.0,215.0,0.0,8.0,8.0,0.0,106.0,106.0,32.0,1834.0,1866.0,24.0,589.0,613.0,23.0,572.0,595.0,1.0,9.0,10.0,0.0,8.0,8.0,8.0,1245.0,1253.0,2230.0,17786.0,20016.0,2230.0,17786.0,20016.0,0.0,0.0,0.0,-13.0,1804.0,1791.0,47.0,0.0,0.0,1069.0,10.0,1.0,47.0,1080.0,1127.0,-149.0,149.0,0.0,5.0,32.0,37.0,10.0,126.0,136.0,74.0,417.0,491.0,2217.0,19590.0,21807.0,2200.0,19359.0,21559.0,47230.0,10.0,228.0,17.0,193.0,210.0,42.0,8.0,0.0,38.0,38.0,151.0,2083.0,2234.0,0.0,0.0,0.0,2066.0,17507.0,19573.0,199.0,833.0,1032.0,195.0,4.0,0.0,788.0,7.0,1.0,199.0,796.0,995.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,37.0,37.0,0.0,0.0,0.0,
Napa,339.0,73.0,339.0,166.0,0.0,2.0,2.0,0.0,134.0,134.0,0.0,37.0,37.0,0.0,97.0,97.0,0.0,4.0,4.0,0.0,39.0,39.0,7.0,332.0,339.0,3.0,87.0,90.0,2.0,81.0,83.0,0.0,3.0,3.0,1.0,3.0,4.0,4.0,245.0,249.0,292.0,2946.0,3238.0,292.0,2946.0,3238.0,0.0,0.0,0.0,11.0,316.0,327.0,10.0,0.0,0.0,154.0,2.0,0.0,10.0,156.0,166.0,-6.0,6.0,0.0,0.0,5.0,5.0,3.0,12.0,15.0,4.0,137.0,141.0,303.0,3262.0,3565.0,295.0,3211.0,3506.0,7214.0,2.0,53.0,8.0,43.0,51.0,7.0,4.0,0.0,8.0,8.0,9.0,325.0,334.0,0.0,0.0,0.0,294.0,2937.0,3231.0,21.0,183.0,204.0,21.0,0.0,0.0,180.0,0.0,0.0,21.0,180.0,201.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,
Nevada,421.0,110.0,374.0,237.0,0.0,12.0,12.0,0.0,130.0,130.0,0.0,66.0,66.0,0.0,64.0,64.0,0.0,12.0,12.0,0.0,7.0,7.0,3.0,371.0,374.0,2.0,166.0,168.0,2.0,139.0,141.0,0.0,10.0,10.0,0.0,17.0,17.0,1.0,205.0,206.0,256.0,3828.0,4084.0,256.0,3828.0,4084.0,0.0,0.0,0.0,0.0,356.0,356.0,3.0,0.0,0.0,233.0,0.0,1.0,3.0,234.0,237.0,-6.0,6.0,0.0,2.0,11.0,13.0,0.0,20.0,20.0,1.0,85.0,86.0,256.0,4184.0,4440.0,256.0,4169.0,4425.0,7708.0,0.0,13.0,0.0,11.0,11.0,5.0,0.0,0.0,4.0,4.0,15.0,365.0,380.0,0.0,0.0,0.0,241.0,3819.0,4060.0,19.0,169.0,188.0,19.0,0.0,0.0,168.0,0.0,0.0,19.0,168.0,187.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
Orange,9258.0,2459.0,8801.0,6601.0,3.0,62.0,65.0,1.0,1901.0,1902.0,1.0,1896.0,1897.0,0.0,5.0,5.0,1.0,142.0,143.0,0.0,298.0,298.0,122.0,5779.0,5901.0,71.0,2167.0,2238.0,71.0,2167.0,2238.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,3612.0,3663.0,10401.0,103862.0,114263.0,10461.0,104189.0,114650.0,-60.0,-327.0,-387.0,448.0,9372.0,9820.0,296.0,17.0,0.0,6104.0,105.0,79.0,313.0,6288.0,6601.0,-166.0,166.0,0.0,5.0,55.0,60.0,1.0,6.0,7.0,295.0,2857.0,3152.0,10849.0,113234.0,124083.0,10629.0,110002.0,120631.0,254200.0,565.0,2934.0,214.0,2058.0,2272.0,1605.0,17.0,6.0,1174.0,1180.0,505.0,8694.0,9199.0,3.0,63.0,66.0,10344.0,104540.0,114884.0,881.0,7206.0,8087.0,855.0,12.0,0.0,5891.0,134.0,35.0,867.0,6060.0,6927.0,14.0,0.0,0.0,1112.0,26.0,8.0,14.0,1146.0,1160.0,0.0,0.0,0.0,
Placer,735.0,292.0,492.0,217.0,0.0,0.0,0.0,0.0,252.0,252.0,0.0,67.0,67.0,0.0,185.0,185.0,0.0,11.0,11.0,0.0,23.0,23.0,4.0,371.0,375.0,4.0,173.0,177.0,4.0,165.0,169.0,0.0,5.0,5.0,0.0,3.0,3.0,0.0,198.0,198.0,662.0,7959.0,8621.0,643.0,7876.0,8519.0,19.0,83.0,102.0,20.0,577.0,597.0,22.0,0.0,0.0,193.0,2.0,0.0,22.0,195.0,217.0,-33.0,33.0,0.0,4.0,58.0,62.0,8.0,102.0,110.0,19.0,189.0,208.0,682.0,8536.0,9218.0,673.0,8471.0,9144.0,17369.0,3.0,55.0,9.0,35.0,44.0,46.0,2.0,0.0,30.0,30.0,46.0,901.0,947.0,0.0,4.0,4.0,636.0,7635.0,8271.0,31.0,388.0,419.0,29.0,2.0,0.0,366.0,2.0,0.0,31.0,368.0,399.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,
Plumas,151.0,24.0,150.0,96.0,0.0,0.0,0.0,0.0,52.0,52.0,0.0,17.0,17.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,150.0,150.0,0.0,81.0,81.0,0.0,78.0,78.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,69.0,69.0,71.0,934.0,1005.0,71.0,934.0,1005.0,0.0,0.0,0.0,10.0,148.0,158.0,2.0,0.0,0.0,94.0,0.0,0.0,2.0,94.0,96.0,2.0,-2.0,0.0,0.0,4.0,4.0,0.0,16.0,16.0,6.0,36.0,42.0,81.0,1082.0,1163.0,81.0,1081.0,1162.0,2074.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,111.0,117.0,0.0,0.0,0.0,75.0,971.0,1046.0,7.0,63.0,70.0,7.0,0.0,0.0,61.0,0.0,0.0,7.0,61.0,68.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
Riverside,12411.0,3392.0,12269.0,7185.0,4.0,29.0,33.0,0.0,4667.0,4667.0,0.0,2123.0,2123.0,0.0,2544.0,2544.0,0.0,51.0,51.0,0.0,417.0,417.0,393.0,11874.0,12267.0,278.0,4604.0,4882.0,263.0,4341.0,4604.0,8.0,138.0,146.0,7.0,125.0,132.0,115.0,7270.0,7385.0,14616.0,105883.0,120499.0,14616.0,105883.0,120499.0,0.0,0.0,0.0,928.0,10828.0,11756.0,443.0,7.0,1.0,6677.0,38.0,19.0,451.0,6734.0,7185.0,-62.0,62.0,0.0,21.0,195.0,216.0,93.0,1165.0,1258.0,425.0,2672.0,3097.0,15544.0,116711.0,132255.0,15416.0,115671.0,131087.0,291311.0,108.0,972.0,114.0,844.0,958.0,238.0,23.0,14.0,196.0,210.0,783.0,10506.0,11289.0,0.0,90.0,90.0,14761.0,106205.0,120966.0,1109.0,5728.0,6837.0,1095.0,10.0,1.0,5617.0,45.0,11.0,1106.0,5673.0,6779.0,3.0,0.0,0.0,55.0,0.0,0.0,3.0,55.0,58.0,0.0,0.0,0.0,
Sacramento,9172.0,2573.0,7202.0,4521.0,1.0,27.0,28.0,4.0,2472.0,2476.0,1.0,849.0,850.0,3.0,1623.0,1626.0,0.0,75.0,75.0,0.0,205.0,205.0,314.0,6868.0,7182.0,169.0,1993.0,2162.0,167.0,1976.0,2143.0,1.0,17.0,18.0,1.0,0.0,1.0,145.0,4875.0,5020.0,13576.0,79919.0,93495.0,14022.0,80964.0,94986.0,-446.0,-1045.0,-1491.0,852.0,8204.0,9056.0,463.0,18.0,1.0,3956.0,41.0,42.0,482.0,4039.0,4521.0,-277.0,277.0,0.0,31.0,126.0,157.0,66.0,630.0,696.0,550.0,3132.0,3682.0,14428.0,88123.0,102551.0,13895.0,86424.0,100319.0,213603.0,118.0,2454.0,523.0,1091.0,1614.0,818.0,22.0,10.0,608.0,618.0,908.0,8903.0,9811.0,0.0,36.0,36.0,13520.0,79220.0,92740.0,1028.0,4440.0,5468.0,959.0,43.0,1.0,4092.0,88.0,13.0,1003.0,4193.0,5196.0,25.0,0.0,0.0,237.0,7.0,3.0,25.0,247.0,272.0,3.0,10.0,13.0,
San Benito,192.0,44.0,175.0,99.0,0.0,5.0,5.0,0.0,66.0,66.0,0.0,18.0,18.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,10.0,10.0,9.0,166.0,175.0,2.0,59.0,61.0,2.0,56.0,58.0,0.0,2.0,2.0,0.0,1.0,1.0,7.0,107.0,114.0,238.0,2088.0,2326.0,238.0,2089.0,2327.0,0.0,-1.0,-1.0,20.0,170.0,190.0,11.0,0.0,0.0,88.0,0.0,0.0,11.0,88.0,99.0,-3.0,3.0,0.0,4.0,6.0,10.0,0.0,22.0,22.0,8.0,51.0,59.0,258.0,2258.0,2516.0,255.0,2239.0,2494.0,5504.0,1.0,22.0,3.0,18.0,21.0,1.0,0.0,0.0,1.0,1.0,18.0,228.0,246.0,0.0,0.0,0.0,240.0,2030.0,2270.0,18.0,75.0,93.0,17.0,1.0,0.0,72.0,0.0,1.0,18.0,73.0,91.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,
San Bernardino,14400.0,3916.0,13889.0,9655.0,6.0,39.0,45.0,4.0,3881.0,3885.0,4.0,1806.0,1810.0,0.0,2075.0,2075.0,0.0,53.0,53.0,0.0,349.0,349.0,423.0,13466.0,13889.0,261.0,6235.0,6496.0,244.0,5951.0,6195.0,13.0,194.0,207.0,4.0,90.0,94.0,162.0,7231.0,7393.0,23547.0,144991.0,168538.0,23547.0,144992.0,168539.0,0.0,-1.0,-1.0,1436.0,13124.0,14560.0,481.0,3.0,0.0,9073.0,71.0,27.0,484.0,9171.0,9655.0,35.0,-35.0,0.0,25.0,149.0,174.0,84.0,823.0,907.0,808.0,3016.0,3824.0,24983.0,158115.0,183098.0,24812.0,156783.0,181595.0,396130.0,121.0,1184.0,165.0,943.0,1108.0,444.0,66.0,6.0,389.0,395.0,1457.0,13124.0,14581.0,0.0,0.0,0.0,23526.0,144991.0,168517.0,1826.0,7571.0,9397.0,1813.0,11.0,0.0,7439.0,54.0,13.0,1824.0,7506.0,9330.0,2.0,0.0,0.0,64.0,0.0,1.0,2.0,65.0,67.0,0.0,0.0,0.0,
San Diego,12825.0,4251.0,11588.0,6811.0,5.0,94.0,99.0,11.0,4360.0,4371.0,11.0,4349.0,4360.0,0.0,11.0,11.0,1.0,491.0,492.0,0.0,406.0,406.0,214.0,7601.0,7815.0,114.0,2555.0,2669.0,111.0,2508.0,2619.0,2.0,32.0,34.0,1.0,15.0,16.0,100.0,5046.0,5146.0,12743.0,118673.0,131416.0,12703.0,117961.0,130664.0,40.0,712.0,752.0,595.0,10945.0,11540.0,336.0,7.0,1.0,6335.0,101.0,31.0,344.0,6467.0,6811.0,-244.0,244.0,0.0,14.0,140.0,154.0,15.0,249.0,264.0,466.0,3845.0,4311.0,13338.0,129618.0,142956.0,13029.0,127069.0,140098.0,288100.0,270.0,2507.0,302.0,1777.0,2079.0,965.0,46.0,7.0,772.0,779.0,785.0,11501.0,12286.0,1.0,13.0,14.0,12553.0,118117.0,130670.0,1134.0,6753.0,7887.0,1049.0,25.0,1.0,5978.0,106.0,24.0,1075.0,6108.0,7183.0,57.0,2.0,0.0,631.0,11.0,3.0,59.0,645.0,704.0,0.0,0.0,0.0,
San Francisco,3107.0,852.0,2588.0,1738.0,2.0,21.0,23.0,1.0,718.0,719.0,0.0,292.0,292.0,1.0,426.0,427.0,0.0,27.0,27.0,0.0,131.0,131.0,66.0,1910.0,1976.0,34.0,794.0,828.0,29.0,739.0,768.0,4.0,45.0,49.0,1.0,10.0,11.0,32.0,1116.0,1148.0,2189.0,29971.0,32160.0,2158.0,29929.0,32087.0,31.0,42.0,73.0,159.0,2878.0,3037.0,68.0,1.0,1.0,1546.0,50.0,72.0,70.0,1668.0,1738.0,-36.0,36.0,0.0,7.0,44.0,51.0,12.0,277.0,289.0,106.0,853.0,959.0,2348.0,32849.0,35197.0,2202.0,31128.0,33330.0,52255.0,92.0,1236.0,138.0,830.0,968.0,1205.0,66.0,8.0,891.0,899.0,177.0,2803.0,2980.0,0.0,5.0,5.0,2171.0,30046.0,32217.0,194.0,1442.0,1636.0,182.0,10.0,0.0,1326.0,47.0,33.0,192.0,1406.0,1598.0,2.0,0.0,0.0,35.0,1.0,0.0,2.0,36.0,38.0,4.0,3.0,7.0,
San Joaquin,3619.0,1264.0,3593.0,2171.0,7.0,59.0,66.0,1.0,1244.0,1245.0,1.0,577.0,578.0,0.0,667.0,667.0,0.0,26.0,26.0,0.0,177.0,177.0,146.0,3445.0,3591.0,89.0,1264.0,1353.0,75.0,1088.0,1163.0,6.0,111.0,117.0,8.0,65.0,73.0,57.0,2181.0,2238.0,6957.0,41349.0,48306.0,6958.0,41350.0,48308.0,-1.0,-1.0,-2.0,351.0,3637.0,3988.0,187.0,2.0,0.0,1940.0,32.0,10.0,189.0,1982.0,2171.0,-116.0,116.0,0.0,33.0,91.0,124.0,50.0,437.0,487.0,195.0,1011.0,1206.0,7308.0,44986.0,52294.0,7242.0,44351.0,51593.0,116067.0,45.0,622.0,66.0,479.0,545.0,203.0,20.0,0.0,156.0,156.0,357.0,3733.0,4090.0,0.0,0.0,0.0,6951.0,41253.0,48204.0,526.0,2506.0,3032.0,521.0,4.0,0.0,2438.0,25.0,5.0,525.0,2468.0,2993.0,1.0,0.0,0.0,37.0,1.0,0.0,1.0,38.0,39.0,0.0,0.0,0.0,
San Luis Obispo,769.0,188.0,720.0,352.0,2.0,8.0,10.0,0.0,243.0,243.0,0.0,65.0,65.0,0.0,178.0,178.0,0.0,14.0,14.0,0.0,125.0,125.0,17.0,342.0,359.0,9.0,197.0,206.0,9.0,194.0,203.0,0.0,3.0,3.0,0.0,0.0,0.0,8.0,145.0,153.0,846.0,8217.0,9063.0,846.0,8217.0,9063.0,0.0,0.0,0.0,27.0,808.0,835.0,26.0,0.0,0.0,325.0,1.0,0.0,26.0,326.0,352.0,-27.0,27.0,0.0,3.0,16.0,19.0,10.0,141.0,151.0,15.0,298.0,313.0,873.0,9025.0,9898.0,868.0,8979.0,9847.0,17867.0,0.0,54.0,5.0,40.0,45.0,4.0,4.0,0.0,6.0,6.0,52.0,807.0,859.0,0.0,2.0,2.0,821.0,8218.0,9039.0,61.0,525.0,586.0,59.0,0.0,0.0,466.0,1.0,0.0,59.0,467.0,526.0,2.0,0.0,0.0,58.0,0.0,0.0,2.0,58.0,60.0,0.0,0.0,0.0,
San Mateo,1351.0,279.0,1248.0,657.0,0.0,25.0,25.0,2.0,494.0,496.0,2.0,494.0,496.0,0.0,0.0,0.0,0.0,47.0,47.0,0.0,95.0,95.0,16.0,990.0,1006.0,7.0,322.0,329.0,5.0,292.0,297.0,1.0,20.0,21.0,1.0,10.0,11.0,9.0,668.0,677.0,806.0,12688.0,13494.0,827.0,12732.0,13559.0,-21.0,-44.0,-65.0,56.0,1448.0,1504.0,20.0,0.0,0.0,613.0,18.0,6.0,20.0,637.0,657.0,-33.0,33.0,0.0,30.0,31.0,61.0,0.0,133.0,133.0,39.0,614.0,653.0,862.0,14136.0,14998.0,833.0,13540.0,14373.0,28367.0,40.0,585.0,28.0,419.0,447.0,229.0,9.0,1.0,177.0,178.0,60.0,1520.0,1580.0,0.0,0.0,0.0,802.0,12616.0,13418.0,72.0,723.0,795.0,67.0,4.0,0.0,662.0,26.0,7.0,71.0,695.0,766.0,1.0,0.0,0.0,25.0,2.0,1.0,1.0,28.0,29.0,0.0,0.0,0.0,
Santa Barbara,1589.0,422.0,1403.0,916.0,1.0,37.0,38.0,1.0,407.0,408.0,1.0,184.0,185.0,0.0,223.0,223.0,0.0,38.0,38.0,0.0,79.0,79.0,24.0,510.0,534.0,19.0,313.0,332.0,17.0,285.0,302.0,2.0,18.0,20.0,0.0,10.0,10.0,5.0,197.0,202.0,1840.0,14545.0,16385.0,1922.0,14447.0,16369.0,-82.0,98.0,16.0,162.0,1409.0,1571.0,70.0,0.0,0.0,830.0,10.0,6.0,70.0,846.0,916.0,22.0,-22.0,0.0,1.0,29.0,30.0,10.0,136.0,146.0,59.0,420.0,479.0,2002.0,15954.0,17956.0,1986.0,15768.0,17754.0,37215.0,17.0,126.0,16.0,120.0,136.0,0.0,83.0,0.0,66.0,66.0,118.0,1485.0,1603.0,0.0,0.0,0.0,1884.0,14469.0,16353.0,169.0,855.0,1024.0,165.0,2.0,0.0,784.0,8.0,1.0,167.0,793.0,960.0,2.0,0.0,0.0,62.0,0.0,0.0,2.0,62.0,64.0,0.0,0.0,0.0,
Santa Clara,3345.0,803.0,2878.0,1818.0,1.0,24.0,25.0,3.0,729.0,732.0,3.0,725.0,728.0,0.0,4.0,4.0,1.0,25.0,26.0,0.0,328.0,328.0,38.0,1511.0,1549.0,17.0,508.0,525.0,17.0,500.0,517.0,0.0,7.0,7.0,0.0,1.0,1.0,21.0,1003.0,1024.0,4264.0,44870.0,49134.0,4261.0,44699.0,48960.0,3.0,171.0,174.0,231.0,3495.0,3726.0,146.0,3.0,0.0,1581.0,35.0,53.0,149.0,1669.0,1818.0,-91.0,91.0,0.0,19.0,57.0,76.0,16.0,229.0,245.0,138.0,1449.0,1587.0,4495.0,48365.0,52860.0,4383.0,46826.0,51209.0,101215.0,101.0,1164.0,109.0,842.0,951.0,953.0,14.0,3.0,697.0,700.0,212.0,3851.0,4063.0,0.0,0.0,0.0,4283.0,44514.0,48797.0,338.0,3101.0,3439.0,320.0,5.0,0.0,2739.0,51.0,20.0,325.0,2810.0,3135.0,13.0,0.0,0.0,278.0,7.0,6.0,13.0,291.0,304.0,1.0,9.0,10.0,
